lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
şişeci	y	y	ʃiʃedʒi	ʃiʃedʒi	ʃiʃedʒijim	ʃiʃedʒiji	ʃiʃedʒim				l
bakındı	y	y	bakɯndɯ	bakɯndɯdʒɯ	bakɯndɯjɯm	bakɯndɯjɯ	bakɯndɯm				l
şişek	n	n									l
şişhane	n	n									l
şişik	y	y	ʃiʃik	ʃiʃiktʃi	ʃiʃiim	ʃiʃii	ʃiʃiim				l
şişirmek	y	y	ʃiʃiɾmek					ʃiʃiɾiɾ		ʃiʃiɾtiɾ	l
şişkebabı	y	y	ʃiʃkebabɯ	ʃiʃkebaptʃɯ	ʃiʃkebabɯjɯm	ʃiʃkebabɯnɯ	ʃiʃkebabɯm				l
şişkin	y	y	ʃiʃkin	ʃiʃkindʒi	ʃiʃkinim	ʃiʃkini	ʃiʃkinim				l
şişko	y	y	ʃiʃko	ʃiʃkodʒu	ʃiʃkojum	ʃiʃkoju	ʃiʃkom				l
şişlemek	y	y	ʃiʃɫemek					ʃiʃɫeɾ		ʃiʃɫetiɾ	l
şişman	y	y	ʃiʃman	ʃiʃmandʒɯ	ʃiʃmanɯm	ʃiʃmanɯ	ʃiʃmanɯm				l
şişme	y	y	ʃiʃme					ʃiʃeɾ		ʃiʃiɾtiɾ	l
bakınmak	y	y	bakɯnmak					bakɯnɯɾ	bakɯndɯɾɯɾ		l
şişmek	y	y	ʃiʃmek					ʃiʃeɾ		ʃiʃiɾtiɾ	l
şist	n	n									l
şita	n	n									l
şitab	n	n									l
şiv	n	n									l
şive	y	y	ʃi:ve	ʃi:vedʒi	ʃi:vejim	ʃi:veji	ʃi:vem				l
şivester	y	y	ʃivesteɾ	ʃivesteɾdʒi	ʃivesteɾim	ʃivesteɾi	ʃivesteɾim				l
şivgar	n	n									l
şizofreni	y	y	ʃizofɾen	ʃizofɾendʒi	ʃizofɾenim	ʃizofɾeni	ʃizofɾenim				l
şlep	y	y	ʃiɫep	ʃiɫeptʃi	ʃiɫebim	ʃiɫebi	ʃiɫebim				l
bakır	y	y	bakɯɾ	bakɯɾdʒɯ	bakɯɾɯm	bakɯɾɯ	bakɯɾɯm				l
şöhret	y	y	ʃøhɾet	ʃøhɾettʃi	ʃøhɾetim	ʃøhɾeti	ʃøhɾetim				l
şölen	y	y	ʃøɫen	ʃøɫendʒi	ʃøɫenim	ʃøɫeni	ʃøɫenim				l
şömine	y	y	ʃømine	ʃøminedʒi	ʃøminejim	ʃømineji	ʃøminem				l
şövaliye	y	y	ʃøvalje	ʃøvaljedʒi	ʃøvaljejim	ʃøvaljeji	ʃøvaljem				l
şöyle	y	y	ʃøjɫe	ʃøjɫedʒi	ʃøjɫejim	ʃøjɫeji	ʃøjɫem				l
şöylece	y	y	ʃøjɫedʒe	ʃøjɫedʒedʒi	ʃøjɫedʒejim	ʃøjɫedʒeji	ʃøjɫedʒem				l
şof	y	y	ʃof	ʃoftʃu	ʃofum	ʃofu	ʃofum				l
şofaj	y	y	sofaʒ	sofaʒdʒɯ	sofaʒɯm	sofaʒɯ	sofaʒɯm				l
şoför	y	y	ʃøføɾ	ʃøføɾdʒy	ʃøføɾym	ʃøføɾy	ʃøføɾym				l
şok	y	y	ʃok	ʃoktʃu	ʃokum	ʃoku	ʃokum				l
bakırcılık	y	y	bakɯɾdʒɯ	bakɯɾdʒɯ	bakɯɾdʒɯjɯm	bakɯɾdʒɯjɯ	bakɯɾdʒɯm				l
şol	n	n									l
şom	y	y	ʃom	ʃomdʒu	ʃomum	ʃomu	ʃomum				l
şont	n	n									l
şorlamak	n	n									l
şorolop	y	y	ʃaɾoɫop	ʃaɾoɫoptʃu	ʃaɾoɫobum	ʃaɾoɫobu	ʃaɾoɫobum				l
şort	y	y	ʃoɾt	ʃoɾttʃu	ʃoɾtum	ʃoɾtu	ʃoɾtum				l
şose	y	y	ʃose	ʃosedʒi	ʃosejim	ʃoseji	ʃosem				l
şov	y	y	ʃov	ʃovdʒu	ʃovum	ʃovu	ʃovum				l
şoven	y	y	ʃoven	ʃovendʒi	ʃovenim	ʃoveni	ʃovenim				l
şu	y	y	ʃu	ʃudʒu	ʃujum	ʃuju	ʃujum				l
bakış	y	y	bakɯʃ	bakɯʃtʃɯ	bakɯʃɯm	bakɯʃɯ	bakɯʃɯm				l
şûra	y	y	ʃu:ɾa:	ʃu:ɾa:dʒɯ	ʃu:ɾa:jɯm	ʃu:ɾa:jɯ	ʃu:ɾa:m				l
şûride	n	n									l
şûriş	n	n									l
şübban	n	n									l
şübhe	y	y	ʃype	ʃypedʒi	ʃypejim	ʃypeji	ʃypem				l
şübhelenmek	y	y	ʃypeɫenmek					ʃypeɫeniɾ		ʃypeɫendiɾiɾ	l
şüera	y	y	ʃyeɾa:	ʃyeɾa:dʒɯ	ʃyeɾa:jɯm	ʃyeɾa:jɯ	ʃyeɾa:m				l
şüfa	y	y	ʃu:fa:	ʃu:fa:dʒɯ	ʃu:fa:jɯm	ʃu:fa:jɯ	ʃu:fa:m				l
şüheda	y	y	ʃyheda:	ʃyheda:dʒɯ	ʃyheda:jɯm	ʃyheda:jɯ	ʃyheda:m				l
şühud	y	y	ʃyhut	ʃyhuttʃu	ʃyhudum	ʃyhudu	ʃyhudum				l
aday	y	y	adaj	adajdʒɯ	adajɯm	adajɯ	adajɯm				l
bakıtım	n	n									l
şükr-	y	y	ʃykyɾ	ʃykyɾdʒy	ʃykyɾym	ʃykyɾy ~ ʃykɾy	ʃykɾym				l
şükran	y	y	ʃykɾan	ʃykɾandʒɯ	ʃykɾa:nɯm	ʃykɾa:nɯ	ʃykɾa:nɯm				l
şükûfe	y	y									l
şükür	y	y	ʃykyɾ	ʃykyɾdʒy	ʃykyɾym	ʃykyɾy	ʃykyɾym				l
şümul	y	y	ʃumul	ʃumuldʒy	ʃumu:lym	ʃumu:ly	ʃumu:lym				l
şüphe	y	y	ʃyphe	ʃyphedʒi	ʃyphejim	ʃypheji	ʃyphem				l
şüpheci	y	y	ʃyphedʒi	ʃyphedʒi	ʃyphedʒijim	ʃyphedʒiji	ʃyphedʒim				l
şüreka	y	y	ʃyɾeca:	ʃyɾeca:dʒɯ	ʃyɾeca:jɯm	ʃyɾeca:jɯ	ʃyɾeca:m				l
şürekâ	y	y	ʃyɾeca:	ʃyɾeca:dʒɯ	ʃyɾeca:jɯm	ʃyɾeca:jɯ	ʃyɾeca:m				l
şürezar	n	n									l
bakıye	y	y	bakije	bakijedʒi	bakijejim	bakijeji	bakijem				l
şüru	n	n									l
şüt	y	y	ʃyt	ʃyttʃy	ʃytym	ʃyty	ʃytym				l
şütum	n	n									l
şüun	n	n									l
şüyu	y	y	ʃyju:	ʃyju:dʒu	ʃyjuum	ʃyjuu	ʃyjuum				l
şua	y	y	ʃua	ʃuadʒɯ	ʃuajɯm	ʃuajɯ	ʃuam				l
şuabat	n	n									l
şuara	n	n									l
şubat	y	y	ʃubat	ʃubattʃɯ	ʃubatɯm	ʃubatɯ	ʃubatɯm				l
şube	y	y	ʃu:be	ʃu:bedʒi	ʃu:bejim	ʃu:beji	ʃu:bem				l
bakir	y	y	ba:kiɾ	ba:kiɾdʒi	ba:kiɾim	ba:kiɾi	ba:kiɾim				l
şuh	y	y	ʃuh	ʃuhtʃu	ʃuhum	ʃuhu	ʃuhum				l
şukadar	n	n									l
şule	y	y	ʃu:ɫe	ʃu:ɫedʒi	ʃu:ɫejim	ʃu:ɫeji	ʃu:ɫem				l
şum	n	n									l
şuna	n	n									l
şuncağız	n	n									l
şundan	y	y	ʃundan	ʃundandʒɯ	ʃundanɯm	ʃundanɯ	ʃundanɯm				l
şura	y	y	ʃu:ɾa:	ʃu:ɾa:dʒɯ	ʃu:ɾa:jɯm	ʃu:ɾa:jɯ	ʃu:ɾa:m				l
şuracıkta	y	y	ʃuɾadʒɯkta	ʃuɾadʒɯktadʒɯ	ʃuɾadʒɯktajɯm	ʃuɾadʒɯktajɯ	ʃuɾadʒɯktam				l
şurda	y	y	ʃuɾada	ʃuɾadadʒɯ	ʃuɾadajɯm	ʃuɾadajɯ	ʃuɾadam				l
bakiye	y	y	bakije	bakijedʒi	bakijejim	bakijeji	bakijem				l
şurdan	y	y	ʃuɾdan	ʃuɾdandʒɯ	ʃuɾdanɯm	ʃuɾdanɯ	ʃuɾdanɯm				l
şure	n	n									l
şurub	y	y	ʃuɾup	ʃuɾuptʃu	ʃuɾubum	ʃuɾubu	ʃuɾubum				l
şurup	y	y	ʃuɾup	ʃuɾuptʃu	ʃuɾubum	ʃuɾubu	ʃuɾubum				l
şut	y	y	ʃut	ʃuttʃu	ʃutum	ʃutu	ʃutum				l
şuun	n	n									l
şuur	y	y	ʃuuɾ	ʃuuɾdʒu	ʃuuɾum	ʃuuɾu	ʃuuɾum				l
şuuraltı	y	y	ʃuuɾaɫtɯ	ʃuuɾaɫtɯdʒɯ	ʃuuɾaɫtɯjɯm	ʃuuɾaɫtɯnɯ	ʃuuɾaɫtɯm				l
sa ç	y	y	satʃ	satʃtʃɯ	sadʒɯm	sadʒɯ	sadʒɯm				l
sâbi	y	y	sa:bi:	sa:bi:dʒi	sa:bi:jim	sa:bi:ji	sa:bi:m				l
bakkal	y	y	bakkaɫ	bakkaɫdʒɯ	bakkaɫɯm	bakkaɫɯ	bakkaɫɯm				l
sâbih	n	n									l
sâdır	y	y	sa:dɯɾ	sa:dɯɾdʒɯ	sa:dɯɾɯm	sa:dɯɾɯ	sa:dɯɾɯm				l
sâdis	n	n									l
sâf	y	y	saf	saftʃɯ	safɯm	safɯ	safɯm				l
sâfi	y	y	sa:fi:	sa:fi:dʒi	sa:fi:jim	sa:fi:ji	sa:fi:m				l
sâid	n	n									l
sâit	n	n									l
sâk	y	n	sak	saktʃɯ	sakɯm	sakɯ	sakɯm				l
sâki	y	y	sa:ki:	sa:ki:dʒi	sa:ki:jim	sa:ki:ji	sa:ki:m				l
sâkit	y	y	sa:kɯt	sa:kɯttʃɯ	sa:kɯtɯm	sa:kɯtɯ	sa:kɯtɯm				l
bakkam	n	n									l
sâlik	y	y	sa:ɫik	sa:ɫiktʃi	sa:ɫiim	sa:ɫii	sa:ɫiim				l
sâlp	n	n									l
sâman	y	y	sa:man	sa:mandʒɯ	sa:manɯm	sa:manɯ	sa:manɯm				l
sâmi	y	y	sa:mi	sa:midʒi	sa:mijim	sa:miji	sa:mim				l
sâri	y	y	sa:ɾi	sa:ɾidʒi	sa:ɾijim	sa:ɾiji	sa:ɾim				l
sây	y	y	saj	sajdʒɯ	sajɯm	sajɯ	sajɯm				l
sâyetmek	n	n									l
saadet	y	y	sa:det	sa:dettʃi	sa:detim	sa:deti	sa:detim				l
saat	y	y	saat	saattʃi	saatim	saati	saatim				l
saatçilik	y	y	saattʃi	saattʃi	saattʃijim	saattʃiji	saattʃim				l
bakla	y	y	bakɫa	bakɫadʒɯ	bakɫajɯm	bakɫajɯ	bakɫam				l
saba	n	n									l
sabah	y	y	sabah	sabahtʃɯ	sabahɯm	sabahɯ	sabahɯm				l
sabahat	n	n									l
sabahçı	y	y	sabahtʃɯ	sabahtʃɯm	sabahtʃɯjɯm	sabahtʃɯjɯ	sabahtʃɯm				l
saban	y	y	saban	sabandʒɯ	sabanɯm	sabanɯ	sabanɯm				l
sabanbalığı	n	n									l
sabavet	n	n									l
sabi	y	y	sabi	sabidʒi	sabijim	sabiji	sabim				l
sabık	y	y	sa:bɯk	sa:bɯktʃɯ	sa:bɯɯm	sa:bɯɯ	sa:bɯɯm				l
sabır	y	y	sabɯɾ	sabɯɾdʒɯ	sabɯɾɯm	sabɾɯ	sabɾɯm				l
sabırlı	y	y	sabɯɾɫɯ	sabɯɾɫɯdʒɯ	sabɯɾɫɯjɯm	sabɯɾɫɯjɯ	sabɯɾɫɯm				l
sabit	y	y	sa:bit	sa:bittʃi	sa:bitim	sa:biti	sa:bitim				l
sabite	n	n									l
sabotaj	y	y	sabotaʒ	sabotaʒdʒɯ	sabotaʒɯm	sabotaʒɯ	sabotaʒɯm				l
sabr-	n	n									l
sabretmek	y	y	sabɾetmek					sabɾedeɾ		sabɾettiɾiɾ	l
sabuk	y	y	sabuk	sabuktʃu	sabuu	sabuu	sabuum				l
sabun	y	y	sabun	sabundʒu	sabunum	sabunu	sabunum				l
sabunculuk	y	y	sabundʒu	sabundʒu	sabundʒujum	sabundʒuju	sabundʒum				l
sabur	n	n									l
baklava	y	y	bakɫava	bakɫavadʒɯ	bakɫavajɯm	bakɫavajɯ	bakɫavam				l
sabura	n	n									l
sac	y	y	sadʒ	sadʒdʒɯ	sadʒɯm	sadʒɯ	sadʒɯm				l
sac-	n	n									l
saç	y	y	satʃ	satʃtʃɯ	satʃɯm	satʃɯ	satʃɯm				l
saçalamak	n	n									l
saçbağı	y	y	satʃba:ɯ	satʃba:dʒɯ	satʃba:ɯjɯm	satʃba:ɯnɯ	satʃba:ɯm				l
saçı	n	n									l
baklavacılık	y	y	bakɫavadʒɯ	bakɫavadʒɯ	bakɫavadʒɯjɯm	bakɫavadʒɯjɯ	bakɫavadʒɯm				l
saçık	y	y	satʃɯk	satʃɯktʃɯ	satʃɯɯm	satʃɯɯ	satʃɯɯm				l
saçılmak	y	y	satʃɯɫmak					satʃɯɫɯɾ		satʃɯɫtɯɾ	l
saçıntı	y	n	satʃɯntɯ	satʃɯntɯdʒɯ	satʃɯntɯjɯm	satʃɯntɯjɯ	satʃɯntɯm				l
saçıştırmak	n	n									l
saçkıran	y	y	satʃkɯɾan	satʃkɯɾandʒɯ	satʃkɯɾanɯm	satʃkɯɾanɯ	satʃkɯɾanɯm				l
saçlı	y	y	satʃɫɯ	satʃɫɯdʒɯ	satʃɫɯjɯm	satʃɫɯjɯ	satʃɫɯm				l
saçma	y	y	satʃma	satʃmadʒɯ	satʃmajɯm	satʃmajɯ	satʃmam				l
saçmak	y	y	satʃmak					satʃaɾ		satʃtɯɾɯɾ	l
saçmalamak	y	y	satʃmaɫamak					satʃmaɫaɾ		satʃmaɫatɯɾ	l
saçsızlık	y	y	satʃsɯz	satʃsɯzdʒɯ	satʃsɯzɯm	satʃsɯzɯ	satʃsɯzɯm				l
adbilim	y	y	adbiɫim	adbiɫimdʒi	adbiɫimim	adbiɫimi	adbiɫimim				l
bakliyat	y	y	bakɫijat	bakɫijattʃɯ	bakɫija:tɯm	bakɫija:tɯ	bakɫija:tɯm				l
saçula	n	n									l
sacayağı	y	y	sadʒajaɯ	sadʒajaktʃɯ	sadʒajaɯjɯm	sadʒajaɯnɯ	sadʒajaɯm				l
sada	y	y	sa:da	sa:dadʒɯ	sa:dajɯm	sa:dajɯ	sa:dam				l
sadak	n	n									l
sadaka	y	y	sadaka	sadakadʒɯ	sadakajɯm	sadakajɯ	sadakam				l
sadakat	y	y	sada:cat	sada:cattʃɯ ~ sada:cattʃi	sada:catim ~ sada:catɯm	sada:cati ~ sada:catɯ	sada:catim ~ sada:catɯm				l
sadakor	y	n	sadakoɾ	sadakoɾdʒu	sadakoɾum	sadakoɾu	sadakoɾum				l
sadalı	n	n									l
sadaret	y	y	sada:ɾet	sada:ɾettʃi	sada:ɾetim	sada:ɾeti	sada:ɾetim				l
sadasız	y	y	sada:sɯz	sada:sɯzdʒɯ	sada:sɯzɯm	sada:sɯzɯ	sada:sɯzɯm				l
bakliye	y	y	bakɫije	bakɫije:dʒi	bakɫije:jim	bakɫije:ji	bakɫije:m				l
sadberk	n	n									l
sade	y	y	sa:de	sa:dedʒi	sa:dejim	sa:deji	sa:dem				l
sadece	y	y	sa:dedʒe	sa:dedʒedʒi	sa:dedʒejim	sa:dedʒeji	sa:dedʒem				l
saded	y	y	sa:det	sa:dettʃi	sa:detim	sa:deti	sa:detim				l
sadedil	n	n									l
sadef	y	y	sedef	sedeftʃi	sedefim	sedefi	sedefim				l
sadefe	n	n									l
sadegi	n	n									l
sadet	y	y	saded	sadettʃi	sadedim	sadedi	sadedim				l
sadık	y	y	sa:dɯk	sa:dɯktʃɯ	sa:dɯɯm	sa:dɯɯ	sa:dɯɯm				l
bakmak	y	y	bakmak					bakaɾ		baktɯɾɯɾ	l
sadır	y	y	sa:dɯɾ	sa:dɯɾdʒɯ	sa:dɯɾɯm	sa:dɯɾɯ	sa:dɯɾɯm				l
sadist	y	y	sadist	sadisttʃi	sadistim	sadisti	sadistim				l
sadme	y	y	sadme	sadmedʒi	sadmejim	sadmeji	sadmem				l
sadr-	n	n									l
sadra	n	n									l
sadrazam	y	y	sadɾazam	sadɾazamdʒɯ	sadɾazamɯm	sadɾazamɯ	sadɾazamɯm				l
sadrî	y	y	sadɾi:	sadɾi:dʒi	sadɾi:jim	sadɾi:ji	sadɾi:m				l
saf	y	y	saf	saftʃɯ	safɯm	safɯ	safɯm				l
saf derun	y	y	safdeɾun	safdeɾundʒu	safdeɾunum	safdeɾunu	safdeɾunum				l
safa	y	y	sefa:	sefa:dʒɯ	sefa:jɯm	sefa:jɯ	sefa:m				l
bakrac	y	y	bakɾatʃ	bakɾatʃtʃɯ	bakɾadʒɯm	bakɾadʒɯ	bakɾadʒɯm				l
safahat	y	y	safahat	safahattʃɯ	safahatɯm	safahatɯ	safahatɯm				l
safderun	y	y	safdeɾun	safdeɾundʒu	safdeɾunum	safdeɾunu	safdeɾunum				l
safer	n	n									l
saffet	y	y	saffet	saffettʃi	saffetim	saffeti	saffetim				l
saffıharb	n	n									l
safha	y	y	safha	safhadʒɯ	safhajɯm	safhajɯ	safham				l
safi	y	y	sa:fi:	sa:fi:dʒi	sa:fi:jim	sa:fi:ji	sa:fi:m				l
safiha	n	n									l
safir	y	y	safiɾ	safiɾdʒi	safiɾim	safiɾi	safiɾim				l
safkan	y	y	safkan	safkandʒɯ	safkanɯm	safkanɯ	safkanɯm				l
bakraç	y	y	bakɾatʃ	bakɾatʃtʃɯ	bakɾadʒɯm	bakɾadʒɯ	bakɾadʒɯm				l
saflık	y	y	safɫɯk	safɫɯktʃɯ	safɫɯɯm	safɫɯɯ	safɫɯɯm				l
safra	y		safɾa	safɾadʒɯ	safɾajɯm	safɾajɯ	safɾam				l
safran	y	y	safɾan	safɾandʒɯ	safɾanɯm	safɾanɯ	safɾanɯm				l
safşiken	n	n									l
safsata	y	y	safsata	safsatadʒɯ	safsatajɯm	safsatajɯ	safsatam				l
sağaçık	y	y	sa:atʃɯk	sa:atʃɯktʃɯ	sa:atʃɯɯm	sa:atʃɯɯ	sa:atʃɯɯm				l
sağalmak	n	n									l
sağanak	y	y	saanak	saanaktʃɯ	saanaɯm	saanaɯ	saanaɯm				l
sağangiller	n	n									l
baksana	y	y	baksana					bakaɾ	bakmak	baktɯɾɯɾ	l
sağbek	y	y	sa:bek	sa:bektʃi	sa:bekim	sa:beki	sa:bekim				l
sağcı	y	y	sa:dʒɯ	sa:dʒɯ	sa:dʒɯjɯm	sa:dʒɯjɯ	sa:dʒɯm				l
sağdıç	y	y	sa:dɯdʒɯ	sa:dɯtʃtʃɯ	sa:dɯdʒɯm	sa:dɯdʒɯ	sa:dɯdʒɯm				l
sağdırmak	y	n	sa:dɯɾmak					sa:dɯɾɯɾ			l
sağduyulu	y	y	sa:duju	sa:dujudʒu	sa:dujujum	sa:dujuju	sa:dujum				l
sağı	n	n									l
sağılmak	y	y	saɯɫmak					saɯɫɯɾ		saɯɫtɯɾ	l
sağım	y	y	saɯm	saɯmdʒɯ	saɯmɯm	saɯmɯ	saɯmɯm				l
sağın	y	n	saɯn	saɯndʒɯ	saɯnɯm	saɯnɯ	saɯnɯm				l
sağır	y	y	saɯɾ	saɯɾdʒɯ	saɯɾɯm	saɯɾɯ	saɯɾɯm				l
bakteri	y	y	bakteɾi	bakteɾidʒi	bakteɾijim	bakteɾiji	bakteɾim				l
sağırlaşmak	y	y	saɟɯɾɫaʃmak					saɟɯɾɫaʃɯɾ		saɟɯɾɫaʃtɯɾɯɾ	l
sağış	y	n	sa:ɯʃ	sa:ɯʃtʃɯ	sa:ɯʃɯm	sa:ɯʃɯ	sa:ɯʃɯm				l
sağıtımsal	n	n									l
sağıtmak	n	n									l
sağiç	y	y	sa:itʃ	sa:itʃtʃi	sa:itʃim	sa:itʃi	sa:itʃ				l
sağlam	y	y	sa:ɫam	sa:ɫamdʒɯ	sa:ɫamɯm	sa:ɫamɯ	sa:ɫamɯm				l
sağlama	y	y	sa:ɫama					sa:ɫaɾ	sa:ɫamak	sa:ɫatɯɾ	l
sağlamcı	y	y	sa:ɫamdʒɯ	sa:ɫamdʒɯ	sa:ɫamdʒɯjɯm	sa:ɫamdʒɯjɯ	sa:ɫamdʒɯm				l
sağlanca	y	y	sa:ɫandʒa	sa:ɫandʒadʒɯ	sa:ɫandʒajɯm	sa:ɫandʒajɯ	sa:ɫandʒam				l
sağlı	n	n									l
baktırmak	y	y	baktɯɾmak					baktɯɾɯɾ	baktɯɾtɯɾ		l
sağlıcak	y	n	sa:ɫɯdʒak	sa:ɫɯdʒaktʃɯ	sa:ɫɯdʒakɯm ~ sa:ɫɯdʒaɯm	sa:ɫɯdʒakɯ	sa:ɫɯdʒaɯm				l
sağlıkbilim	y	y	sa:ɫɯkbiɫim	sa:ɫɯkbiɫimdʒi	sa:ɫɯkbiɫimim	sa:ɫɯkbiɫimi	sa:ɫɯkbiɫimim				l
sağma	y	y	sa:ma					saaɾ		sa:dɯɾɯɾ	l
sağmak	y	y	sa:mak					saaɾ		sa:dɯɾɯɾ	l
sağmal	y	y	sa:maɫ	sa:maɫdʒɯ	sa:maɫɯm	sa:maɫɯ	sa:maɫɯm				l
sağnak	y	y	sa:nak	sa:naktʃɯ	sa:nakɯm	sa:naɯ	sa:naɯm				l
sağpay	n	n									l
sağr	n	n									l
sağrı	y	n	sa:ɾɯ	sa:ɾɯdʒɯ	sa:ɾɯjɯm	sa:ɾɯjɯ	sa:ɾɯm				l
bal	y	y	baɫ	baɫdʒɯ	baɫɯm	baɫɯ	baɫɯm				l
sağu	n	n									l
sağyağ	n	n									l
sago	n	n									l
sah	n	n									l
saha	y	y	saha	sahadʒɯ	sahajɯm	sahajɯ	saham				l
sahâ	y	y	saha	sahadʒɯ	sahajɯm	sahajɯ	saham				l
sahabe	n	n									l
sahabep	n	n									l
sahabet	n	n									l
sahaf	y	y	sahaf	sahaftʃɯ	sahafɯm	sahafɯ	sahafɯm				l
sahaflık	y	y	sahaf	sahaftʃɯ	sahafɯm	sahafɯ	sahafɯm				l
sahaif	n	n									l
sahan	y	y	sahan	sahandʒɯ	sahanɯm	sahanɯ	sahanɯm				l
sahavet	n	n									l
sahhaf	n	n									l
sahi	y	y	sa:hi	sa:hidʒi	sa:hijim	sa:hiji	sa:him				l
sahib	y	y	sa:hip	sa:hiptʃi	sa:hibim	sa:hibi	sa:hibim				l
sahiba	n	n									l
sahici	y	y	sa:hidʒi	sa:hidʒi	sa:hidʒijim	sa:hidʒiji	sa:hidʒim				l
sahif	n	n									l
addaks	n	n									l
balâ	n	n									l
sahife	y	y	sahife	sahifedʒi	sahifejim	sahifeji	sahifem				l
sahih	y	y	sahih	sahihtʃi	sahihim	sahihi	sahihim				l
sahil	y	y	sa:hiɫ	sa:hiɫdʒi	sa:hiɫim	sa:hiɫi	sa:hiɫim				l
sahileşmek	y	y	sa:hiɫeʃmek					sa:hiɫeʃiɾ		sa:hiɫeʃtiɾiɾ	l
sahip	y	y	sahip	sahiptʃi	sahibim	sahibi	sahibim				l
sahiplik	y	y	sahipɫik	sahipɫiktʃi	sahipɫikim	sahipɫii	sahipɫiim				l
sahne	y	y	sahne	sahnedʒi	sahnejim	sahneji	sahnem				l
sahra	y	y	sahɾa:	sahɾa:dʒɯ	sahɾa:jɯm	sahɾa:jɯ	sahɾa:m				l
sahre	n	n									l
sahrınc	n	n									l
balâpervaz	n	n									l
sahte	y	y	sahte	sahtedʒi	sahtejim	sahteji	sahtem				l
sahteci	y	y	sahtedʒiji	sahtedʒi	sahtedʒijim	sahtedʒiji	sahtedʒim				l
sahtiyan	n	n									l
sahur	y	y	sahuɾ	sahuɾdʒu	sahuɾum	sahuɾu	sahuɾum				l
sai	y	y	sa:i	sa:idʒi	sa:ijim	sa:iji	sa:im				l
saîd	n	n									l
saib	n	n									l
said	n	n									l
saik	y	y	saik	saiktʃi	saikim	saiki	saikim				l
saika	y	y	saika	saikadʒɯ	saikajɯm	saikajɯ	saikam				l
balâter	n	n									l
sail	n	n									l
sair	y	y	sa:iɾ	sa:iɾdʒi	sa:iɾim	sa:iɾi	sa:iɾim				l
sak	n	n									l
saka	y	y	saka	sakadʒɯ	sakajɯm	sakajɯ	sakam				l
sakağı	n	n									l
sakak	n	n									l
sakal	y	y	sakaɫ	sakaɫdʒɯ	sakaɫɯm	sakaɫɯ	sakaɫɯm				l
sakalık	y	n	sakaɫɯk	sakaɫɯktʃɯ	sakaɫɯkɯm	sakaɫɯɯ	sakaɫɯɯm				l
sakallanmak	y	y	sakaɫɫanmak					sakaɫɫanɯɾ		sakaɫɫandɯɾɯɾ	l
sakamet	n	n									l
balaban	n	n									l
sakamonya	n	n									l
sakanak	n	n									l
sakandırık	n	n									l
sakangur	n	n									l
sakar	y	y	sakaɾ	sakaɾdʒɯ	sakaɾɯm	sakaɾɯ	sakaɾɯm				l
sakarca	n	n									l
sakarin	y	y	sakaɾin	sakaɾindʒi	sakaɾinim	sakaɾini	sakaɾinim				l
sakat	y	y	sakat	sakattʃɯ	sakatɯm	sakatɯ	sakatɯm				l
sakatat	y	y	sakatat	sakatattʃɯ	sakatatɯm	sakatatɯ	sakatatɯm				l
saki	y	y	sa:ki	sa:kidʒi	sa:kijim	sa:kiji	sa:kim				l
balad	y	y	baɫad	baɫaddʒɯ	baɫadɯm	baɫadɯ	baɫadɯm				l
sakıb	n	n									l
sakıf	n	n									l
sakım	n	n									l
sakın	y	y	sakɯn	sakɯndʒɯ	sakɯnɯm	sakɯnɯ	sakɯnɯm				l
sakınca	y	y	sakɯndʒa	sakɯndʒadʒɯ	sakɯndʒajɯm	sakɯndʒajɯ	sakɯndʒam				l
sakınmak	y	y	sakɯnmak					sakɯnɯɾ		sakɯndɯɾɯɾ	l
sakır	n	n									l
sakırga	n	n									l
sakıt	y	y	sa:kɯt	sa:kɯttʃɯ	sa:kɯtɯm	sa:kɯtɯ	sa:kɯtɯm				l
sakız	y	y	sakɯz	sakɯzdʒɯ	sakɯzɯm	sakɯzɯ	sakɯzɯm				l
baladör	n	n									l
sakızkabağı	y	y	sakɯzkabaɯ	sakɯzkabaktʃɯ	sakɯzkabaɯjɯm	sakɯzkabaɯnɯ	sakɯzkabaɯm				l
sakil	y	y	sakiɫ	sakiɫdʒi	sakiɫim	sakiɫi	sakiɫim				l
sakim	n	n									l
sakin	y	y	sa:kin	sa:kindʒi	sa:kinim	sa:kini	sa:kinim				l
sakiname	y	y	sakina:me	sakina:medʒi	sakina:mejim	sakina:meji	sakina:mem				l
sakinleşmek	y	y	sakinɫeʃmek					sakinɫeʃiɾ		sakinɫeʃtiɾiɾ	l
sakit	y	y	sa:kit	sa:kittʃi	sa:kitim	sa:kiti	sa:kitim				l
sakiye	y	y	sa:kije	sa:kijedʒi	sa:kijejim	sa:kijeji	sa:kijem				l
sakkaroz	n	n									l
saklam	n	n									l
balak	n	n									l
saklamak	y	y	sakɫamak					sakɫaɾ		sakɫatɯɾ	l
saklambac	y	y	sakɫambatʃ	sakɫambatʃtʃɯ	sakɫambatʃɯm	sakɫambatʃɯ	sakɫambadʒɯm				l
saklanmak	y	y	sakɫanmak					sakɫanɯɾ		sakɫandɯɾɯɾ	l
saklı	y	y	sakɫɯ	sakɫɯdʒɯ	sakɫɯjɯm	sakɫɯjɯ	sakɫɯm				l
saklık	n	n									l
saklıya	n	n									l
