lexeme	etymology	ulcase	id	source
artamak	Tr	l	1260	ize
koyma	Tr	l	12603	ize
koymak	Tr	l	12604	ize
artavurt	Tr+?	l	1261	ize
koza	Fars	l	12615	ize
artefakt	Br	l	1262
kral	Isl	l	12621	ize
arti@	Tr	l	1263	ize
arti@ci@	Tr	l	1264	ize
arti@k	Tr artuk	l	1265	ize
arti@kdeg@er	Tr	l	1266	ize
arti@m	Tr	l	1267	ize
arti@rma	Tr	l	1268	ize
ku@c@u@k	Fars	l	12686	ize
arti@rmak	Tr	l	1269	ize
ku@fe	Fars	l	12696	ize
aceb	Ar	l	127	s75
artifisyel	Br	l	1270
artist	Br	l	1271
artkafa	Tr+ar	l	1272	ize
ku@lhan	Fars	l	12724	ize
artma	Tr	l	1273	ize
artmak	Tr	l	1274	ize
artoda	Tr	l	1275	ize
artrit	Br	l	1276
artsi@z	Tr	l	1277	ize
arus	Ar	l	1278	gh
arusek	Fars	l	1279	mno1
ku@spe	Fars	l	12796	ize
aruz	Ar aruz	l	1280	ize
ku@tle	Ar	l	12807	ize
arya	Itl	l	1281	ap
arz	Ar	l	1282	s75
arziye	Ar	l	1284	gh
kudurmak	Tr	l	12841	ize
kug@u	Fars	l	12845	ize
kukla	Yun; yun	l	12849	ize; ct
arzu	Fars a@rzu@@	l	1285	ize
kukumav	Yun	l	12855	ize
kula	Mon	l	12857	ize
arzuhal	Ar	l	1286	ize
kulak	Tr	l	12860	ize
arzullah	Ar	l	1287	mno1
kullanmak	Tr	l	12871	ize
kulp	Yun	l	12879	ize
as	Fars	l	1288	mno1
kulu@be	Fars	l	12883	ize
kuluc@ka	Yun	l	12885	ize
kulunc	Fars	l	12888	ize
kulunc@	Fars	l	12889	ize
as-	Tr	l	1289	ize
kum	Tr	l	12891	ize
kuma	Yun	l	12892	ize
kumas@	Ar	l	12898	ize
kumbali@g@i@	Tr + tr	l	12899	ize; ize
acele	Ar	l	129	ize,mno1
kumkuma	Ar	l	12903	ize
kumpas	Fr compas	l	12907	ize
kumral	Tr	l	12908	ize
kumru	Ar	l	12909	ize
as@ag@i@	Tr as@ak	l	1291	ize
kundak	Yun	l	12915	ize
kundura	Yun	l	12917	ize
kupa	Lat	l	12922	ize
kupes	Yun	l	12923	ct
as@ag@i@lama	Tr as@ak	l	1293	ize
kuram	Tr	l	12937	ize
as@ama	Tr	l	1294	ize
as@ar	Ar	l	1295	gh
as@ayir	Ar	l	1296	gh
kurmak	Tr	l	12962	ize
kurna	Yun	l	12964	ize; ct
as@c@i@	Fars-tr	l	1297	ize
as@erat	Ar	l	1298	gh
kurultay	Mon	l	12988	ize
as@ere	Ar	l	1299	gh
kurum	Lat	l	12992	ize
kurun	Ar	l	12996	ize
kurus@	Alm groschen	l	12999	ize
a@s@i@k	Ar	l	13	s75
aceleci	Ar-tr	l	130	ize
as@ermek	Tr as@yermek	l	1300	ize
kurut	Tr	l	13001	ize
as@i@	Tr	l	1302	ize
kus@ku	Tr	l	13023	ize
kus@kucu	Tr	l	13024	ize
as@i@boyali@	Tr as@u	l	1303	ize
kut	Tr	l	13033	ize
as@i@boyasi@	Tr as@u	l	1304	ize
kutlu	Tr	l	13041	ize
kutsal	Tr	l	13044	ize
kutsuz	Tr	l	13045	ize
kutu	Yun	l	13047	ize
as@i@k	Tr as@uk	l	1305	ize
as@i@kalemi	Tr+ar-tr	l	1306	ize
kuytu	Yun	l	13065	ize
kuyum	Tr	l	13069	ize
as@i@lama	Tr as@	l	1307	ize
as@i@m	Tr	l	1308	ize
la@bada	Yun	l	13085	ize; ct
as@i@ndi@rgan	Tr	l	1309	ize
as@i@ndi@rmak	Tr	l	1310	ize
as@i@nma	Tr	l	1311	ize
as@i@r	Ar	l	1312	gh
as@i@ri@	Tr	l	1314	ize
as@i@ri@bellem	Tr	l	1315	ize
as@i@ri@lmak	Tr	l	1316	ize
la@vta	Yun	l	13163	ct
as@i@rma	Tr	l	1317	ize
as@i@rmak	Tr	l	1318	ize
labada	Yun	l	13180	ize; ct
laborant	Alm laborant	l	13182	ize
lac@ka	Itl lasciare	l	13185	ize
lacivert	Fars	l	13186	ize
ladin	Lat	l	13189	ize
as@i@rtma	Tr	l	1319	ize
laf	Fars	l	13191	ize
lafazan	Lars	l	13192	ize
lafzan	Fars	l	13193	ize
lag@i@m	Yun	l	13195	ize
lahana	Yun	l	13199	ize
as@i@si@z	Tr	l	1320	ize
lahmacun	Ar	l	13203	ize
lahza	Ar	l	13207	ize
as@i@t	Tr	l	1321	ize
lakerda	Lat	l	13212	ize
laki@rdi@	Tr	l	13213	ize
lakin	Ar	l	13214	ize
laklak	Ar	l	13215	ize
lala	Fars	l	13219	ize
as@ifte	Fars	l	1322	tdk
lale	Fars	l	13221	ize
lamba	Yun	l	13225	ize
as@ika@r	Fars	l	1323	mno1
lanet	Ar	l	13230	ize
lapa	Itl pappa	l	13239	ize
as@ikar	Fars	l	1324	mno1
as@ina	Fars	l	1325	mno1
lata	Alm latte	l	13256	ize
as@ir	Ar	l	1326	mno1
latilokum	Ar	l	13262	ize
laubali	Ar	l	13263	ize
as@iret	Ar	l	1327	gh
lavta	Yun (2nd meaning)	l	13270	ct
layi@k	Ar	l	13271	ize
as@iyan	Fars	l	1328	mno1
leblebi	Ar	l	13285	ize
leg@en	Yun	l	13289	ize
as@k	Ar as@k	l	1329	ize, s75
leke	Fars	l	13298	ize
acemi	Ar	l	133	ize, s75
as@ketmek	Ar+tr-tr	l	1330	ize
as@ki@n	Tr	l	1331	ize
as@kolsun	Ar+tr-tr	l	1332	ize
les@	Fars	l	13322	ize
levend	Itl levantino	l	13334	ize
levent	Itl levantino	l	13335	ize
levrek	Yun; yun	l	13342	ize; ct
leylak	Ar	l	13347	ize
leylek	Ar	l	13348	ize
as@ma	Tr	l	1335	ize
as@mak	Tr	l	1336	ize
lider	Ing leader	l	13367	ize
liman	Yun	l	13383	ize
lime	Fars	l	13387	ize
limon	Yun	l	13389	ize
limonata	Fr limonade	l	13390	ize
linc@	Ing lynch	l	13391	ize
linyit	Fr lignite	l	13395	ize
acemice	Ar-tr	l	134	ize, s75
as@oz	Yun	l	1340	ap
lira	Itl lira	l	13402	ize
lisan	Ar	l	13406	ize
as@ti@rmak	Tr	l	1341	ize
lise	Yun	l	13410	ize
liste	Itl lista	l	13412	ize
litre	Itl litra	l	13415	ize
as@u@fte	Fars	l	1342	mno1
as@ub	Fars	l	1343	mno1
as@ure	Ar	l	1344	gh
loca	Itl loggia	l	13440	ize
lodos	Yun	l	13443	ize
log@usa	Yun	l	13446	ize
lokanta	Itl locanda	l	13453	ize
lokma	Ar	l	13457	ize
lokum	Ar	l	13459	ize
as@yermek	Tr	l	1346	ize
lolo	Lat	l	13460	ize
lonca	Isp lonja	l	13464	ize
lord	Ing lord	l	13474	ize
los@	Kelt	l	13479	ize
asa@	Ar	l	1348	gh
asab	Ar asab	l	1349	ize
lu@@gat	Ar	l	13490	ize
lu@@tfen	Ar	l	13493	ize
lu@fer	Yun	l	13498	ize
acenta	Itl agente	l	135	ize
asab-	Ar asab	l	1350	ize
lu@le	Fars	l	13502	ize
asabe	Ar	l	1351	mno!
asakir	Ar	l	1352	gh
ma@bed	Ar	l	13522	mno1
ma@delet	Ar	l	13523	mno1
ma@hi	Fars	l	13524	mno1
ma@hur	Fars	l	13525	mno1
ma@kes	Ar	l	13526	mno1
ma@kul	Ar	l	13527	mno1
ma@na	Ar	l	13528	mno1
ma@nen	Ar	l	13529	mno1
asal	Tr	l	1353	ize
ma@ni	Ar	l	13530	mno1
ma@raz	Ar	l	13531	mno1
ma@reke	Ar	l	13532	mno1
ma@ruf	Ar	l	13533	mno1
ma@ruz	Ar	l	13534	mno1
ma@s@er	Ar	l	13535	mno1
ma@s@uk	Ar	l	13536	mno1
ma@sara	Ar	l	13537	mno1
ma@sebak	Ar	l	13538	mno1
ma@siva	Ar	l	13539	mno1
asalak	Tr asi@lmak	l	1354	ize
ma@sum	Ar	l	13540	mno1
ma@tuf	Ar	l	13541	mno1
ma@tuh	Ar	l	13542	mno1
maa	Ar	l	13543	oxford
maabahc@e	Ar + fars	l	13544	mno1; ize
maabid	Ar	l	13545	mno1
maabir	Ar	l	13546	mno1
maada	Ar	l	13547	mno1
maadin	Ar	l	13548	mno1
maahaza	Ar	l	13549	mno1
asalet	Ar	l	1355	s75
maaile	Ar + ar	l	13550	mno1;mno1
maal	Ar	l	13551	mno1
maalesef	Ar	l	13552	mno1
maali	Ar	l	13553	mno1
maaliftihar	Ar	l	13554	mno1
maamafih	Ar	l	13555	mno1
maan	Ar	l	13556	mno1
maani	Ar	l	13557	mno1
maarif	Ar	l	13558	mno1
maas@	Ar	l	13559	ize
asam	Ar	l	1356	mno1
maatteessu@f	Ar	l	13560	mno1
maattessu@f	Ar	l	13561	mno1
maazalik	Ar	l	13562	mno1
maazallah	Ar	l	13563	mno1
maaziyadeten	Ar	l	13564	mno1
mabat	Ar	l	13565	tdk
mabaid	Ar	l	13567	tdk
mabaki	Ar	l	13568	mno1
mabet	Ar	l	13569	ize
asanso@r	Br	l	1357
mabeyin	Ar	l	13570	mno1
mabih-	Ar	l	13571	mno1
mablak	Ar	l	13572	tdk
mabud	Ar	l	13573	ozon
mabude	Ar	l	13574	ozon
mac@	Ing match	l	13575	ize
mac@a	Itl mazza	l	13576	ize
mac@una	Itl	l	13577	ap
macera	Ar	l	13579	ize
asap	Ar	l	1358	ize
macun	Ar	l	13581	ize
madalya	Itl medaglia	l	13583	ize
madam	Fr	l	13584	ap
madampol	Fr madampolam	l	13585	mno2
madde	Ar	l	13586	ize
madem	Ar	l	13588	ize
asar	Ar	l	1359	mno1
maden	Ar	l	13590	ize
madenbilim	Ar + tr	l	13591	mno1; ize
mader	Fars	l	13592	mno1
madik	Erm+tr, yun	l	13593	ize, ct
madrabaz	Ar	l	13594	ize
madrepor	Fr	l	13595	tdk
madrub	Ar	l	13596	mno1
madrup	Ar	l	13597	mno1
madud	Ar	l	13598	mno1
madukka@n	Ar	l	13599	mno1
asas	Ar	l	1360	s75
madum	Ar	l	13600	mno1
madun	Ar	l	13601	mno1
maestoso	Itl	l	13602	ap
mafat	Ar	l	13604	mno1
mafe	Ar	l	13605	mno1
mafevk	Ar	l	13606	mno1
mafizzamir	Ar	l	13608	mno1
mafsal	Ar	l	13609	mno1
asayis@	Fars a@s@a@yis@	l	1361	ize
mafu	Ar	l	13610	mno1
mag@ara	Es an	l	13612	ize
mag@aza	Itl magazzino	l	13613	ize
mag@dur	Ar	l	13614	tdk
mag@firet	Ar	l	13615	tdk
mag@lata	Ar	l	13616	mno1
mag@lu@@b	Ar	l	13617	mno1
mag@lubiyet	Ar	l	13618	mno1
mag@mum	Ar	l	13619	mno1
asbas@kan	Tr +tr	l	1362	ize
mag@ri@	Yun	l	13620	ap
mag@ri@b	Ar	l	13621	mno1
mag@ruk	Ar	l	13622	mno1
mag@rur	Ar	l	13623	ize
mag@s@us@	Ar	l	13624	mno1
mag@z	Fars	l	13625	mno1
magazin	Fr	l	13626	ap
magnezya	Br	l	13627
mah	Fars	l	13628	mno1
mahafil	Ar	l	13629	mno1
mahakim	Ar	l	13630	mno1
mahal	Ar	l	13631	mno1
mahala@kallah	Ar	l	13632	mno1
mahalle	Ar	l	13634	ize
mahallebi	Ar	l	13635	ize
maharet	Ar	l	13638	tdk
mahas@erallah	Ar	l	13639
asbest	Br	l	1364
mahasin	Ar	l	13640	mno1
mahbemah	Fars	l	13642	mno1
mahbes	Ar	l	13643	mno1
mahcub	Ar	l	13646	mno1
mahcur	Ar	l	13648	mno1
mahcuz	Ar	l	13649	mno1
mahdud	Ar	l	13650	mno1
mahdum	Ar	l	13651	mno1
mahdut	Ar	l	13652	mno1
mahfaza	Ar	l	13653	mno1
mahfe	Ar	l	13654	mno1
mahfi	Ar	l	13655	mno1
mahfil	Ar	l	13656	mno1
mahi@v	Ar	l	13658	mno1
mahir	Ar	l	13659	mno1
mahitab	Fars	l	13660	mno1
mahiye	Ar	l	13661	mno1
mahiyet	Ar	l	13662	ize
mahkeme	Ar	l	13663	ize
mahku@@k	Ar	l	13665	mno1
mahku@@m	Ar	l	13666	ize
mahla@s	Ar	l	13667	mno1
mahlas	Ar	l	13668	mno1
asenkron	Br	l	1367
mahlu@@	Ar	l	13671	mno1
mahlu@@k	Ar	l	13672	ize
mahlu@@l	Ar	l	13673	mno1
mahlu@@t	Ar	l	13674	mno1
mahluk	Ar	l	13675	ize
mahlul	Ar	l	13676	mno1
mahlut	Ar	l	13677	mno1
mahmi	Ar	l	13678	mno1
mahmude	Ar	l	13679	ozon
asepsi	Br	l	1368
mahmudiye	Ar	l	13680	ozon
mahmul	Ar	l	13681	ozon
mahmum	Ar	l	13682	ozon
mahmur	Ar	l	13683	ize
mahmuz	Ar	l	13684	ozon
mahnuk	Ar	l	13685	mno1
mahpus	Ar	l	13686	ozon
mahrama	Ar	l	13688	tdk
mahrec	Ar	l	13689	mno1
ases	Ar	l	1369	s75
mahrec@	Ar	l	13690	mno1
mahrek	Ar	l	13691	mno1
mahrem	Ar	l	13692	mno1
mahruk	Ar	l	13693	mno1
mahrum	Ar	l	13694	mno1
mahrusa	Ar	l	13695	mno1
mahrut	Ar	l	13696	mno1
mahs@er	Ar	l	13697	mno1
mahsu@@s	Ar	l	13698	mno1
mahsub	Ar	l	13699	mno1
aceze	Ar	l	137	gh
asetal	Br	l	1370
mahsub-	Ar	l	13700	mno1
mahsud	Ar	l	13701	mno1
mahsul	Ar	l	13702	ize
mahsup	Ar	l	13703	mno1
mahsur	Ar	l	13704	mno1
mahsus	Ar	l	13705	mno1
mahud	Ar	l	13706	mno1
mahuf	Ar	l	13707	mno1
mahun	Am indian	l	13708	tdk
mahunya	From american botanist mcmahon	l	13709	ap
asfalt	Fr asphalte	l	1371	ize
mahur	Fars	l	13710	mno1
mahut	Ar	l	13711	tdk
mahvetmek	Ar -tr	l	13712	mno1
mahviyet	Ar	l	13713	mno1
mahz	Ar	l	13715	mno1
mahzar	Ar	l	13716	mno1
mahzen	Ar	l	13717	mno1
mahzuf	Ar	l	13718	mno1
mahzun	Ar	l	13719	mno1
asgar	Ar	l	1372	gh
mahzur	Ar	l	13720	mno1
mahzuz	Ar	l	13721	mno1
mai	Ar	l	13722	mno1
mai@@	Ar	l	13723	mno1
maide	Ar	l	13724	mno1
mail	Ar	l	13725	mno1
maimukattar	Ar	l	13726	mno1
main	Ar	l	13727	mno1
mais@et	Ar	l	13728	mno1
maiyet	Ar	l	13729	tdk
asgari	Ar	l	1373	gh
majolika	Itl	l	13730
makabil	Ar	l	13732	mno1
makabil	Ar	l	13733	mno1
makabir	Ar	l	13734	mno1
makad	Ar	l	13735	mno1
makadam	From british engineer mcadam	l	13736	ap
makadir	Ar	l	13737	mno1
makak	Fr	l	13738	ap
makal	Ar	l	13739	mno1
ashap	Ar	l	1374	gh
makale	Ar	l	13740	mno1
makam	Ar	l	13741	ize
makar	Ar	l	13742	mno1
makara	Ar	l	13743	ize
makarna	Itl maccherone	l	13744	ize
makas	Ar	l	13745	tdk
makasi@d	Ar	l	13747	mno1
makat	Ar	l	13748	mno1
makber	Ar	l	13749	mno1
asi	Ar a@si^	l	1375	ize,s75
makbul	Ar	l	13750	ozon
makbuz	Ar	l	13751	mno1
makduh	Ar	l	13752	mno1
maket	Fr maquette	l	13753	oxford
makferla@n	After its inventor mcfairlane	l	13754	ap
makhur	Ar	l	13756	mno1
maki	Native madagascar language	l	13757	tdk
makina	Yun/ itl	l	13758	ize/ ap
asi@	Tr	l	1376	ize
makis	Ar	l	13762	mno1
makiyaj	Fr	l	13763	mno1
makkab	Ar	l	13764	tdk
maklu@@b	Ar	l	13765	mno1
makmetre	Br	l	13766
makrama	Ar	l	13767	tdk
makrun	Ar	l	13769	mno1
asi@@l	Ar	l	1377	gh
makruz	Ar	l	13770	mno1
maksad	Ar	l	13771	mno1
maksat	Ar	l	13772	mno1
maksi	Lat	l	13773	tdk
maksud	Ar	l	13774	mno1
maksum	Ar	l	13775	mno1
maksur	Ar	l	13776	mno1
maksure	Ar	l	13777	mno1
maksut	Ar	l	13778	mno1
makta	Ar	l	13779	mno1
asi@@r	Ar	l	1378	gh
maktel	Ar	l	13780	mno1
maktu	Ar	l	13781	mno1
maktua	Ar	l	13782	mno1
maktul	Ar	l	13783	mno1
maku@@s	Ar	l	13784	mno1
makul	Ar	l	13785	mno1
makule	Ar	l	13786	mno1
makyaj	Fr	l	13787	ap
mal	Ar	l	13788	mno1
mala	Fars	l	13789	tdk
mala@mal	Fars	l	13790	mno1
mala@rya	Itl	l	13791	ap
mala@yani	Ar	l	13792	mno1
mala@yutak	Ar	l	13793	mno1
malakit	Yun	l	13797	tdk
malakof	Fr malakof	l	13798	mno2
malarya	Itl	l	13799	ap
aci@	Oldt	l	138	ize
asi@k	Tr	l	1380	ize
malayani	Ar	l	13800	mno1
malgama	Br	l	13806
mali@@	Ar	l	13808	mno1
asi@l	Ar asi@l	l	1381	ize; s75;gh
malihulya	Yun melankholia	l	13810	ize
malik	Ar	l	13811	mno1
maliye	Ar	l	13812	mno1
maliyet	Ar	l	13813	mno1
malki@ran	Ar + ?	l	13814	mno1
malmu@du@ru@	Ar + ar	l	13817	mno1; mno1
malolmak	Ar + tr	l	13818	mno1; ize
malperest	Ar + fars	l	13819	mno1
asi@lacak	Tr	l	1382	ize
malt	Ing	l	13820	ap
maltaz	Br	l	13821
malti@z	From the name of malta	l	13822	ap
maltiz	From the name of malta	l	13823	ap
malu@@l	Ar	l	13824	mno1
malu@@m	Ar	l	13825	mno1
malu@@mat	Ar	l	13826	mno1
malu@@miyet	Ar	l	13827	mno1
malul	Ar	l	13828	mno1
malum	Ar	l	13829	mno1
asi@lanmak	Tr	l	1383	ize
malumat	Ar	l	13830	mno1
malumatfurus@	Fars	l	13831	mno1
malzeme	Ar	l	13832	tdk
mamafih	Ar	l	13834	mno1
mamaliga	Yun	l	13835	ap
mambo	Ing	l	13836	ap
mamelek	Ar	l	13837	mno1
mamul	Ar	l	13838	mno1
mamur	Ar	l	13839	ozon
asi@li@	Tr	l	1384	ize
mamut	Ostyak language	l	13840	tdk
mana	Ar	l	13841	ize
manasti@r	Yun	l	13844	ize
manatigiller	Br	l	13845
manav	Yun	l	13846	ize
manazi@r	Ar	l	13847	mno1
manca	Fr manger	l	13848	ize
mancana	Itl	l	13849	tdk
asi@lmak	Tr	l	1385	ize
manci@ni@k	Yun	l	13850	ize
mandal	Yun	l	13852	ize
mandalina	Isp mandarina	l	13853	ize
mandapost	Fr	l	13854	tdk
mandar	Yun	l	13855	ap
mandarin	Portuguese	l	13856	ap
mandater	Fr	l	13857	ap
mandi@ra	Yun	l	13859	ize
asi@lsi@z	Ar-tr	l	1386	gh
mandibula	Br	l	13860
mandolin	Br	l	13861
mandril	Br	l	13864
manej	Fr	l	13865	tdk
manen	Ar	l	13866	mno1
manend	Fars	l	13867	mno1
manevi	Ar	l	13869	mno1
asi@lzade	Fars	l	1387	mno1
manevi@@	Ar	l	13870	mno1
manevra	Fr maneouvre	l	13871	ize
manga	Itl	l	13872	ap
mangal	Ar	l	13873	ize
manganez	Br	l	13874
mangi@r	Mon	l	13875	ize
mangrov	Br	l	13877
mani	Fr	l	13878	ap
asi@m	Tr	l	1388	ize
mania	Ar	l	13880	ize
manidar	Fars	l	13881	mno1
manifatura	Itl	l	13882	ap
maniheizm	Br	l	13883
manika	Itl	l	13884	ap
maniku@r	Fr	l	13885	ap
maniple	Fr	l	13887	ap
manipu@lator	Fr	l	13888	ap
manis@ka	Itl	l	13889	ap
manita	Itl	l	13890	ap
manivela	Itl	l	13891	ap
mankafa	Lat+yun	l	13892	ize
manken	Fr	l	13894	ap
manolya	From botanist pierre magnol	l	13895	ap
manometre	Fr	l	13897	ap
mans@	Fr manche	l	13898	oxford
mansab	Ar	l	13899	tdk
aci@ag@ac@	Oldt + tr	l	139	ize
asi@nti@	Tr	l	1390	ize
mansap	Ar	l	13900	tdk
mansi@b	Ar	l	13901	mno1
mansi@p	Ar	l	13902	mno1
mansiyon	Fr	l	13903	ap
mansub	Ar	l	13904	tdk
mansur	Ar	l	13905	mno1
mantar	Yun	l	13907	ize
mantarag@aci@	Yun + tr	l	13908	ize; ize
manti@	Yun	l	13909	tdk
asi@r	Ar	l	1391	gh
manti@k	Ar	l	13910	ize
mantin	Yun	l	13911	ct
mantinato	Itl	l	13912	ap
mantis	Fr	l	13913	ap
manto	Fr manteau	l	13914	ize
mantol	Br	l	13915
manual	Br	l	13916
manya	Fr	l	13917	ap
manyat	Itl	l	13918	ap
manyetik	Fr	l	13919	ap
asid	Br	l	1392
manyetize	Fr	l	13920	ap
manyezi	Br	l	13921
manyok	Native brazillian language	l	13922	ap
manzar	Ar	l	13923	mno1
manzara	Ar	l	13924	mno1
manzum	Ar	l	13925	mno1
manzur	Ar	l	13926	mno1
mapa	Itl	l	13927	ap
mar	Fars	l	13928	mno1
maraba	Ar	l	13929	tdk
asid-	Br	l	1393
marabet	Ar	l	13930	tdk
marabu	Ar	l	13931	tdk
marangoz	Itl marangone	l	13933	ize
maranta	From botanist b maranta	l	13934	ap
maraton	Yun	l	13935	ap
maraz	Ar	l	13936	ize
maraza	Ar	l	13937	mno1
marda	Yun	l	13938	ap
maregraf	Br	l	13939
aside	Ar	l	1394	gh
mares@al	Fr	l	13940	ap
margarik	Fr	l	13941	ap
margarit	Br	l	13942
margarita	Rom	l	13943
marife	Ar	l	13944	mno1
marifet	Ar	l	13945	ize
marina	Itl	l	13947	ap
mariz	Ar	l	13948	mno1
marj	Fr	l	13949	ap
mark	Alm	l	13950	ap
marka	Itl marca	l	13951	ize
markazit	Br	l	13953
marki	Fr marquise	l	13954	mno2
marmelat	Fr	l	13955	ap
marmoset	Br	l	13957
marmot	Br	l	13958
marn	Fr	l	13959	ap
asiklik	Br	l	1396
maroken	Fr maroc	l	13960	ap
marpuc	Fars	l	13961	tdk
marpuc@	Fars	l	13962	tdk
mars@	Fr	l	13964	ap
mars@andiz	Fr	l	13965	ap
mart	Lat	l	13968	ize
asil	Ar	l	1397	gh
martensit	Br	l	13970
marti@	Itl	l	13971	ap
martin	Austrian officer f martini	l	13973	ap
maru@zzikir	Ar + ar	l	13975	mno1; mno1
maruf	Ar	l	13976	mno1
marul	Yun	l	13977	ize
maruz	Ar	l	13978	mno1
marya	Yun	l	13979	ap
asiles@mek	Ar-tr-tr	l	1398	ize
mas	Ar	l	13980	mno1
mas@a	Fars	l	13982	ize
mas@allah	Ar	l	13983	ize
mas@er	Ar	l	13985	mno1
mas@iyen	Ar	l	13986	mno1
mas@lah	Ar	l	13987	tdk
mas@raba	Ar	l	13988	ize
mas@rapa	Ar	l	13989	ize
mas@ri@k	Ar	l	13990	tdk
mas@uk	Ar	l	13991	mno1
masa	Itl	l	13992	ap
masad	Ar	l	13993	tdk
masadak	Ar	l	13994	mno1
masaj	Fr	l	13995	ap
masal	Ar	l	13996	ize
masarif	Ar	l	13997	mno1
masarika	Yun	l	13998	ap
masat	Ar	l	13999	mno1
aci@k	Tr	l	140	ize
asimetrik	Br	l	1400
masatenisi	Itl + ing	l	14000	ap; ap
masdar	Ar	l	14001	mno1
masi@yet	Ar	l	14002	mno1
masif	Fr	l	14003	ap
mask	Fr	l	14004	ap
maskara	Ar	l	14005	ize
maskarata	Itl	l	14007	ap
maskati@reis	Ar	l	14008	ap
maske	Fr	l	14009	ap
maskot	Fr	l	14011	ap
maslahat	Ar	l	14012	mno1
maslub	Ar	l	14014	mno1
masluben	Ar	l	14015	mno1
masnu	Ar	l	14017	mno1
maso@r	Fr	l	14018	ap
masonluk	Fr	l	14019	ap
asimptot	Br	l	1402
masraf	Ar	l	14020	ize
masruf	Ar	l	14021	mno1
massedici	Ar + tr	l	14022	mno1; ize
mastaba	Ar	l	14023	mno1
mastar	Ar	l	14024	mno1
mastara	Ar	l	14025	tdk
mastela@	Yun	l	14026	ct
master	Ing	l	14027	ap
mastika	Yun	l	14029	ap
asistan	Fr assistant	l	1403	ize
mastu@rbasyon	Fr	l	14030	ap
mastur	Yun	l	14031	ap
masturi	Yun	l	14032	ap
masum	Ar	l	14033	mno1
masun	Ar	l	14034	mno1
mat	Fr;fasr	l	14036	ap;mno1
matador	Isp	l	14037	ap
matafora	Itl	l	14038	ap
matafyon	Itl	l	14039	ap
asit	Br	l	1404
matah	Ar	l	14040	tdk
matara	Ar	l	14041	ize
matbaa	Ar	l	14043	mno1
matbah	Ar	l	14044	mno1
matbu	Ar	l	14045	mno1
matem	Ar	l	14046	ize
matematik	Fr mathematique	l	14047	ize
materyalist	Br	l	14048
matetmek	Fars + tr	l	14049	mno1; ize
matine	Br	l	14050
matiz	Yun	l	14051	ize
matkab	Ar	l	14052	ize
matkap	Ar	l	14053	ize
matla	Ar	l	14054	mno1
matlab	Ar	l	14055	mno1
matlas@mak	Fr + tr	l	14056	ap; ize
matlub	Ar	l	14057	mno1
matlup	Ar	l	14058	mno1
matma	Ar	l	14059	mno1
asiyab	Fars	l	1406	mno1
matmah	Ar	l	14060	mno1
matmazel	Fr	l	14061	ap
matolmak	Fars + tr	l	14062	mno1; ize
matrah	Ar	l	14063	mno1
matrak	Ar	l	14064	mno1
matriarkal	Fr	l	14065	ap
matris	Fr	l	14066	ap
matrud	Ar	l	14067	mno1
matruh	Ar	l	14068	mno1
matrus@	Ar	l	14069	mno1
matrut	Ar	l	14070	mno1
matuf	Ar	l	14071	mno1
matuh	Ar	l	14072	mno1
maun	Am indian language	l	14073	tdk
mavaka	Ar	l	14074	mno1
maval	Ar	l	14075	ize
mavera	Ar	l	14076	mno1
mavi	Ar	l	14077	ize
mavna	Ar	l	14079	ize
askat	Ar	l	1408	tdk, mno1
mavzer	From wilhelm von mauser	l	14080	ap
maya	Fars	l	14081	mno1
mayaag@aci@	Fars + tr	l	14082	mno1; ize
mayasi@z	Fars -tr	l	14084	mno1
maydanoz	Yun	l	14085	ize
maydonoz	Yun	l	14086	ize
mayhos@	Fars	l	14087	ize
mayi	Ar	l	14088	mno1
mayi@n	Ing	l	14089	ap
asker	Ar asker	l	1409	ize,s75
mayi@s	Lat	l	14090	ap
mayistra	Itl	l	14092	ap
maymun	Fars	l	14093	ize
maymunbali@g@i@	Fars + tr	l	14094	ize; ize
mayna	Itl	l	14096	ap
mayo	Fr	l	14097	ize
mayonezli	Fr	l	14098	ap
aci@kmak	Tr	l	141	ize
askeri	Ar	l	1410	ize,s75
maytab	Fars	l	14100	ize
maytap	Fars	l	14101	ize
mayub	Ar	l	14102	mno1
mazak	Unknown	l	14103	ap
mazanne	Ar	l	14104	mno1
mazarrat	Ar	l	14105	mno1
mazbata	Ar	l	14106	mno1
mazbut	Ar	l	14107	ize
mazeret	Ar	l	14108	ize
mazgal	Yun	l	14109	ize
aski@	Tr	l	1411	ize
mazhar	Ar	l	14110	mno1
mazi	Ar	l	14111	ize
mazi@	Ar	l	14112	ize
mazlum	Ar	l	14113	ize
mazmaza	Ar	l	14114	mno1
mazmum	Ar	l	14115	ozon
mazmun	Ar	l	14116	ozon
maznun	Ar	l	14117	mno1
mazos@izm	Fr (from sacher masoch)	l	14118	ap
mazot	Rus	l	14119	ap
aski@ci@	Tr	l	1412	ize
mazrub	Ar	l	14120	mno1
mazruf	Ar	l	14121	mno1
mazul	Ar	l	14122	mno1
mazur	Ar	l	14123	mno1
mazurka	Slavic	l	14124	ap
mazut	Rus	l	14125	ap
meva	Ar	l	14127	mno1
mea	Ar	l	14128	mno1
meabir	Ar	l	14129	mno1
askli@	Yun	l	1413	tdk
meadin	Ar	l	14130	mno1
meahiz	Ar	l	14131	mno1
meal	Ar	l	14132	mno1
mebadi	Ar	l	14133	mno1
mebahis	Ar	l	14134	mno1
