lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
bahçekonak											u
bahçeli											u
bahçesaray											u
bahreyn			bahɾejn		bahɾejnim	bahɾejni	bahɾejnim				u
bahşılı											u
bahtılı											u
bak											u
bakacak											u
bakacakkadı											u
biçki											l
bakımlı											u
bakır											u
bakırdağ											u
bakırlı											u
bakışlar											u
baklalı											u
baklan											u
baküs											u
bala											u
balaban											u
biçmek			bitʃmek					bitʃeɾ		bitʃtiɾ	l
balabancık											u
balat			baɫat		baɫatɯm	baɫatɯ	baɫatɯm				u
balçıkhisar											u
balcalı											u
balcı											u
balcılar											u
balıbeyi											u
balıkhisar											u
balıklı											u
balıklıçeşme											u
bicili											l
balıklıdere											u
balıklıova											u
balıköy											u
balıkpınar											u
balışeyh											u
balkar											u
balkaya											u
balkırı											u
ballı											u
ballıbağ											u
bid											l
ballıca											u
ballık											u
ballıkaya											u
ballıkkaya											u
ballıköy											u
balpınar											u
baltaköy											u
baltalimanı			baɫtaɫimanɯ			baɫtaɫimanɯnɯ	baɫtaɫimanɯm				u
baltaşı											u
baltık			baɫtɯk			baɫtɯɯ	baɫtɯɯm				u
bidat											l
balveren											u
balya											u
banarlı											u
banaz											u
bandırma			bandɯɾma			bandɯɾmajɯ	bandɯɾmam				u
barağı											u
barakfakı											u
baraklı											u
barbaros			baɾbaɾos	baɾbaɾostʃu	baɾbaɾosum	baɾbaɾosu	baɾbaɾosum				u
barca											u
bidar											l
bardakçı											u
barıştepe											u
barla											u
bartin											u
başaklı											u
başakpınar											u
başalan											u
başarakavak											u
başaran											u
başçayır											u
âzim											l
aforizma											l
bidayet											l
başçiftlik											u
başdere											u
başgedikler											u
başgötüren											u
başhan											u
başharman											u
başhüyük											u
başkale											u
başkarcı											u
başköy											u
bide											l
başkonak											u
başkuyu											u
başlarkadı											u
başmakçı											u
başören											u
başpınar											u
baştepe											u
başyayla											u
başyurt											u
basansarnıç											u
bidon			bidon		bidonum	bidonu	bidonum				l
base											u
bask											u
baskil											u
basra			basɾa			basɾajɯ	basɾam				u
batlamyos											u
batman											u
batmantaş											u
battalgazi											u
battalhüyük											u
bavyera			bavjeɾa		bavjeɾajɯm	bavjeɾajɯ	bavjeɾam				u
bidüziye											l
bayafşar											u
bayat											u
bayatdoğansalı											u
bayazıt			bejazɯt	bejazɯttʃɯ	bejazɯtɯm	bejazɯtɯ	bejazɯtɯm				u
bayburt			bajbuɾt		bajbuɾtum	bajbuɾtu	bajbuɾtum				u
baydarlı											u
baydiğin											u
bayındır											u
bayır											u
bayırbağ											u
biedeb											l
bayırköy			bakɯɾkøj	bakɯɾkøjdʒy	bakɯɾkøjym	bakɯɾkøjy	bakɯɾkøjym				u
bayırlı											u
baykal			bajkaɫ			bajkaɫɯ	bajkaɫɯm				u
baykan											u
bayraktar											u
bayraktutan											u
bayralar											u
bayrambaşı											u
bayramhacı											u
bayramiç			bajɾamitʃ			bajɾamitʃi	bajɾamitʃim				u
biftek			biftek		bifteim	biftei	bifteim				l
bayramlı											u
bayramören											u
bayramoğlu											u
bayrampaşa			bajɾampaʃa			bajɾampaʃajɯ	bajɾampaʃam				u
bayramuşağı											u
baytüşşebap											u
bazlamaç											u
bazlambaç											u
bb											u
be											u
bigâh											l
bebek			bebek	bebektʃi	bebeim	bebei	bebeim				u
bebekli											u
beç											u
bedirli											u
beğendik											u
behramkale			behɾamkaɫe		behɾamkaɫejim	behɾamkaɫeji	behɾamkaɫem				u
bekarlar											u
bekçiler											u
bekdiğin											u
bekiköy											u
bigâne											l
bekilli											u
bekiralanı											u
bekirhan											u
bekirler											u
beklemez											u
bektaş											u
bektaşağa											u
bektaşi											u
bektaşlı											u
belçika			beɫtʃika			beɫtʃikajɯ	beɫtʃikam				u
bigayrihakkin											l
belceğiz											u
beldağı											u
beldibi											u
belek											u
belek kumtepe											u
belekçihan											u
belen											u
belence											u
belencik											u
belenli											u
bigünah											l
belenören											u
belenyaka											u
belevi											u
belgrad			beɫgɯɾat~beɫgɯxɾat	beɫgɯɾattʃɯ	beɫgɯɾadɯm~beɫgɯxɾadɯm	beɫgɯɾadɯ~beɫgɯxɾadɯ	beɫgɯɾadɯm~beɫgɯxɾadɯm				u
belikköprü											u
belkaya											u
belkis											u
bellitaş											u
belören											u
bencik											u
aforoz											l
bigudi											l
benliahmet											u
bentköy											u
benzer											u
berber											u
berçarsak											u
bereketli											u
berendi											u
bergama			beɾgama		beɾgamajɯm	beɾgamajɯ	beɾgamam				u
berk											u
berka											u
bihakkin											l
berlin											u
bern											u
beşağıl											u
beşbıcak											u
beşbineveler											u
beşdut											u
beşevler											u
beşikçiler											u
beşikdüzü											u
beşiktaş			beʃiktaʃ	beʃiktaʃtʃɯ	beʃiktaʃɯm	beʃiktaʃɯ	beʃiktaʃɯm				u
bihaya											l
beşiri											u
beşkardeş											u
beşkarış											u
beşkonak											u
beşkuyu											u
beşpınar											u
beşsaray											u
beştepe											u
besarabya											u
besni											u
biiznihüda											l
bessemer											u
beyağaç											u
beyazıt			bejazɯt			bejazɯtɯ	bejazɯtɯm				u
beyazköy											u
beyazsu											u
beyçayır											u
beyce											u
beyceğiz											u
beyciler											u
beycuma											u
bikarbonat			bikaɾbonat		bikaɾbonatɯm	bikaɾbonatɯ	bikaɾbonatɯm				l
beydağ											u
beydere											u
beydili											u
beydilli											u
beyhani											u
beykavağı											u
beykent											u
beyköy											u
beykonak											u
beykoz			bejkoz	bejkozdʒu	bejkozum	bejkozu	bejkozum				u
bikes											l
beylerbeyi											u
beylerli											u
beylice											u
beylik											u
beylikdüzü											u
beylikova											u
beynam											u
beyören											u
beyoba											u
beyobası											u
bikini			bikini	bikinidʒi	bikinijim	bikiniji	bikinim				l
beypazarı											u
beypınarı											u
beyrebucak											u
beyreli											u
beyşehir			bejʃehiɾ			bejʃehiɾi	bejʃehiɾim				u
beyyazı											u
bezirgan											u
bezirhane											u
bi											u
bıngıldayık											u
bikir											l
bıyıkali											u
bıyıkaydın											u
biga			biga		bigajɯm	bigajɯ	bigam				u
bigadiç											u
bilecik			biɫedʒik	biɫedʒiktʃi	biɫedʒiim	biɫedʒii	biɫedʒiim				u
binatlı											u
binbaşıeminbey											u
binbir evler											u
binerli											u
bingöl											u
biklorid											l
binkılıç											u
bir											u
birecik											u
birgi											u
birmanya											u
biskay											u
bismil											u
bitlis			bitɫis		bitɫisim	bitɫisi	bitɫisim				u
bizans											u
bk											u
bil											l
bl											u
bm											u
bn											u
bölcek											u
bölme											u
bölmepınar											u
bölükbaşı											u
bölükkaya											u
bölüktepe											u
bölükyayla											u
afortiori											l
bila-											l
bölükyazı											u
bölümlü											u
börez											u
börezli											u
börkenek											u
bodrum			bodɾum			bodɾumu	bodɾumum				u
bofor											u
boğabağ											u
boğazcumafakılı											u
boğazkale											u
bilâ-											l
boğazkaya											u
boğazköy			boazkøj			boazkøjy	boazkøjym				u
boğazlıyan											u
boğazpınar											u
boğdan											u
boğrüdelik											u
boget											u
bohşin											u
bolalan											u
bolaman											u
bilâd											l
bolat											u
bolatlar											u
bolayır			boɫajɯɾ	boɫajɯɾdʒɯ	boɫajɯɾɯm	boɫajɯɾɯ	boɫajɯɾɯm				u
bolivya			boɫivja	boɫivjadʒɯ	boɫivjajɯm	boɫivjajɯ	boɫivjam				u
bolşevik											u
bolu			boɫu		boɫujum	boɫuju	boɫum				u
bolvadin											u
bor											u
borçak											u
borçka											u
bilâfasıla											l
borlu											u
bornova			boɾnova	boɾnovadʒɯ	boɾnovajɯm	boɾnovajɯ	boɾnovam				u
borucu											u
boruktolu											u
boşnak											u
bosna			bosna		bosnajɯm	bosnajɯ	bosnam				u
bostan											u
bostanbükü											u
bostancı			bostandʒɯ			bostandʒɯjɯ	bostandʒɯm				u
bostancık											u
bilâhara											l
bostandere											u
boyabat											u
boyacıköy											u
boyacılı											u
boyaklı											u
boyalı											u
boyalıca											u
boyalık			bojaɫɯk	bojaɫɯktʃɯ	bojaɫɯɯm	bojaɫɯɯ	bojaɫɯɯm				u
boypınar											u
boyundurcak											u
bilâistisna			bila:istisna:								l
bozan											u
bozanönü											u
bozarmut											u
bozat											u
bozbelen											u
bozburun											u
bozca											u
bozcaada			bozdʒaada	bozdʒaadadʒɯ	bozdʒaadajɯm	bozdʒaadajɯ	bozdʒaadam				u
bozcaarmut											u
bozcalı											u
bilâkaydüşart											l
bozcamahmut											u
bozdağ											u
bozdoğan			bozdoan	bozdoandʒɯ	bozdoanɯm	bozdoanɯ	bozdoanɯm				u
bozgüç											u
bozgüney											u
bozhöyük			bozyjyk			bozyjyy	bozyjyym				u
bozkale											u
bozkır											u
bozköy											u
bozkurt											u
bilâkis											l
bozkuş											u
bozlar											u
bozova											u
boztepe											u
bozüyük			bozyjyk	bozyjyktʃy	bozyjyym	bozyjyy	bozyjyym				u
bozyaka											u
bozyayla											u
bozyazı											u
bp											u
br											u
bilâmucib											l
brahmanlık											u
brehmen											u
bretanya											u
brezilya											u
brit											u
britanya											u
brüksel			byɾykseɫ		byɾykseɫim	byɾykseɫi	byɾykseɫim				u
bşk											u
bü											u
büdü											u
bilânço			bilantʃo		bilantʃojum	bilantʃoju	bilantʃom				l
büğdüz											u
bükeler											u
büknüş											u
bükreş			bykɾeʃ			bykɾeʃi	bykɾeʃim				u
bünyan											u
bürnük											u
bürücek											u
bürüksellahanası											u
büykaslıhanlar											u
büyük çekmece											u
afra tafra											l
bilâperva											l
büyük konakgörmez											u
büyükabdiuşağı											u
büyükağız											u
büyükalan											u
büyükaltıağaç											u
büyükanafarta											u
büyükaşlama											u
büyükavşar											u
büyükayhan											u
büyükbabaca											u
bilârdo			biɫaɾdo	biɫaɾdodʒu	biɫaɾdojum	biɫaɾdoju	biɫaɾdom				l
büyükbelen											u
büyükbelkıs											u
büyükbeşkavak											u
büyükbıyık											u
büyükbümgüzü											u
büyükçatma											u
büyükçavuşlu											u
büyükçekmece			byjyktʃekmedʒe			byjyktʃekmedʒeji	byjyktʃekmedʒem				u
büyükçiftlik											u
büyükcamili											u
bilâsebeb											l
büyükceceli											u
büyükdalyan											u
büyükdamlacık											u
büyükdere			byjykdeɾe			byjykdeɾeji	byjykdeɾem				u
büyükdöllük											u
büyükdövenci											u
büyükdoğanlı											u
büyükeceli											u
büyükevren											u
büyükfındık											u
bilad											l
büyükgerdelli											u
büyükgökçeli											u
büyükhacıbey											u
büyükhataplı											u
büyükkalecik											u
büyükkarabağ											u
büyükkarapınar											u
büyükkarıştıran											u
büyükkaya											u
büyükkayalı											u
biladerağacı											l
büyükkılıçlı											u
büyükkışla											u
büyükkızılcık											u
büyükkömarmut											u
büyükköy											u
büyüklü											u
büyükmahal											u
büyükoba											u
büyükorhan											u
büyükoturak											u
bilafasıla											l
büyükoyumca											u
büyükşahinbey											u
büyükşehir											u
büyüksevin											u
büyüksoğuklar											u
büyükteflek											u
büyüktoraman											u
büyüktuzhisar											u
büyükyağlı											u
büyükyakalı											u
bilanço			biɫantʃo		biɫantʃojum	biɫantʃoju	biɫantʃom				l
büyükyapalak											u
büyükyenice											u
büyükyoncalı											u
buca											u
bucak											u
bucakkışla											u
buda											u
budak											u
budakdüzü											u
budaklar											u
bilar											l
budaklı											u
budapeşte			budapeʃte	budapeʃtedʒi	budapeʃtejim	budapeʃteji	budapeʃtem				u
budist			budist		budistim	budisti	budistim				u
buğdan											u
buğdaylı											u
buhara											u
buharkent											u
bul											u
bulak											u
bulaklı											u
bilardo											l
bulancak											u
bulanık											u
bulcuk											u
buldan											u
bulduk											u
bulgar			buɫgaɾ		buɫgaɾɯm	buɫgaɾɯ	buɫgaɾɯm				u
bulgurlu											u
bulgurluk											u
buluklu											u
burak											u
bilasebep											l
burç											u
burdur			buɾduɾ			buɾduɾu	buɾduɾum				u
burgazada			buɾgaz	buɾgazdʒɯ	buɾgazɯm	buɾgazɯ	buɾgazɯm				u
burhan											u
burhaniye											u
burmageçit											u
bursa			buɾsa			buɾsajɯ	buɾsam				u
buruk											u
burunsuz											u
buzlupınar											u
afrodit											l
bilateral											l
c											u
ç											u
ç hacıyusuf											u
ç körmehmet											u
ç mehmetağa											u
çadırkaya											u
çağa											u
çağatay											u
çağırgan											u
çağırkan											u
bilaücret											l
çağış											u
çağlalık											u
çağlar											u
çağlayan											u
çağlayancerit											u
çakallar											u
çakallı											u
çakallıabbaslar											u
çakallık											u
çakaltepe											u
bilbedahe											l
çakıl											u
çakılköy											u
çakıllar											u
çakıllı											u
çakıralan											u
çakırbeyli											u
çakırca											u
çakırhüyük											u
çakırkaş											u
çakırköy											u
bilcümle											l
çakırlar											u
çakırlı											u
çakış											u
çakmak											u
çakmaklı											u
çakrazşeyhler											u
çalap											u
çalapverdi											u
çalça											u
çaldere											u
bildik											l
çaldıran											u
çalı											u
çalıklı											u
çalıköy											u
çalış											u
çalışlar											u
çalkara											u
çalkaya											u
çalköy											u
çallı											u
bildirge			biɫdiɾge	biɫdiɾgedʒi	biɫdiɾgejim	biɫdiɾgeji	biɫdiɾgem				l
çallıca											u
çalören											u
çaltepe											u
çaltı											u
çaltılıdere											u
çaltıözü											u
çaltu											u
çamalan											u
çamardı											u
çamaş											u
bildirmek											l
çamavlu											u
çamavşar											u
çambaşı											u
çambeyli											u
çameli											u
çamharman											u
çamiçi											u
çamköy											u
çamlı											u
çamlıbel											u
bile			biɫe								l
çamlıçatak											u
çamlıca			tʃamɫɯdʒa	tʃamɫɯdʒadʒɯ	tʃamɫɯdʒajɯm	tʃamɫɯdʒajɯ	tʃamɫɯdʒam				u
çamlıdere											u
çamlıhemşin			tʃamɫɯhemʃin			tʃamɫɯhemʃini	tʃamɫɯhemʃinim				u
çamlık											u
çamlıkaya											u
çamlıköy											u
çamlıktepe											u
çamlıyayla											u
çamönü											u
bileği											l
çamoba											u
çamoluk											u
çamoluk aziziye											u
çamsarı											u
çamsu											u
çamur											u
çamurköy											u
çamyatağı											u
çamyayla											u
çamyolu											u
bilek											l
çamyuva											u
çan											u
çanakçı											u
çanakkale			tʃanakkaɫe	tʃanakkaɫedʒi	tʃanakkaɫejim	tʃanakkaɫeji	tʃanakkaɫem				u
çanaklı											u
çandarlı											u
çandarlı y koop											u
çandır											u
çanılı											u
çankırı			tʃankɯɾɯ			tʃankɯɾɯjɯ	tʃankɯɾɯm				u
afsun											l
bilek saati											l
çankiri			tʃankɯɾɯ	tʃankɯɾɯdʒɯ	tʃankɯɾɯjɯm	tʃankɯɾɯjɯ	tʃankɯɾɯm				u
çanlı											u
çantaköy											u
çapak											u
çapaklı											u
çapar											u
çardak											u
çardaklı											u
çarıkköy											u
çarıklar											u
bileme											l
çarıklı											u
çarıksaraylar											u
çarşamba											u
çarşıbaşı											u
çarşılar											u
çat											u
çatak											u
çatakköprü											u
çataksu											u
çatalağıl											u
bilemek											l
çatalaızı											u
çatalan											u
çatalarmut											u
çatalbadem											u
çatalçam											u
çatalçeşme											u
çatalca											u
çataldere											u
çatalkaya											u
çatalköprü											u
bilen											l
çatalkuyu											u
çataloluk											u
çatalpınar											u
çatalzeytin											u
çatıksu											u
çatkaya											u
çatkese											u
çatladıkapı											u
çatlıbük											u
çatpınar											u
bileşen											l
çattepe											u
çatyol											u
çavak											u
çavdarhisar											u
çavdarlı											u
çavdır											u
çavlum											u
çavundur											u
çavuş											u
çavuşbaşı			tʃavuʃbaʃɯ			tʃavuʃbaʃɯnɯ	tʃavuʃbaʃɯm				u
bilet											l
çavuşcugöl											u
çavuşin											u
çavuşköy											u
çavuşlar											u
çavuşlu											u
çay											u
çayağzı											u
çayarası											u
çaybaşı											u
çaybaşıyeniköy											u
biletçilik											l
çaybeyi											u
çayboyu											u
çaycuma											u
çaydeğirmeni											u
çaydibi											u
çaydurt											u
çayeli			tʃajeɫi			tʃajeɫini	tʃajeɫim				u
çayhan											u
çayır											u
çayıralan											u
biletmek											l
çayırbağ											u
çayırbağı											u
çayırbaşı											u
çayırdere											u
çayırhan											u
çayıriçi											u
çayırköy											u
çayırlar											u
çayırlı											u
çayırözü											u
bileyici											l
çayırova											u
çayırpınar											u
çayıryazı											u
çayıryolu											u
çayiçi											u
çaykara											u
çaykenarı											u
çaykent											u
çaykirpi											u
çayköy											u
bilezik			biɫezik	biɫeziktʃi	beɫeziim~biɫeziim	biɫezii	biɫeziim				l
çaykuyu											u
çaylarbaşı											u
çaylı											u
çaylıca											u
çaypınar											u
çb											u
çeçen			tʃetʃen		tʃetʃenim	tʃetʃeni	tʃetʃenim				u
çek											u
çekalan											u
çekerek											u
afta											l
bilfarz											l
çekirdekli											u
çekmece			tʃekmedʒe	tʃekmedʒedʒi	tʃekmedʒejim	tʃekmedʒeji	tʃekmedʒem				u
çekoslovakyalı			tʃekosɫovakja	tʃekosɫovakjadʒɯ	tʃekosɫovakjajɯm	tʃekosɫovakjajɯ	tʃekosɫovakjam				u
çekrice											u
çelebi											u
çelebibağ											u
çelemli											u
çelep											u
çelikhan											u
çelikli											u
bilfiil			biɫfiiɫ		biɫfiiɫim	biɫfiiɫi	biɫfiiɫim				l
çeltek											u
çeltik											u
çeltikçi											u
çeltikköy											u
çeltiksuyu											u
çemberlitaş			tʃembeɾɫitaʃ	tʃembeɾɫitaʃtʃɯ	tʃembeɾɫitaʃɯm	tʃembeɾɫitaʃɯ	tʃembeɾɫitaʃɯm				u
çemişgezek											u
çendik											u
çengelköy											u
çengelli											u
bilge			biɫge	biɫgedʒi	biɫgejim	biɫgeji	biɫgem				l
çenger											u
çengilli											u
çepni											u
çerçiler											u
çerikli											u
çerkes			tʃeɾkez	tʃeɾkezdʒi	tʃeɾkezim	tʃeɾkezi	tʃeɾkezim				u
çerkeş											u
çerkeşli											u
çerkez			tʃeɾkez		tʃeɾkezim	tʃeɾkezi	tʃeɾkezim				u
çerkezköy											u
bilgi			biɫgi		biɫgijim	biɫgiji	biɫgim				l
çerkezmüsellim											u
çermik											u
çeşme			tʃeʃme	tʃeʃmedʒi	tʃeʃmejim	tʃeʃmeji	tʃeʃmem				u
çeşme �lıca											u
çeşmealtı											u
çeşmeli											u
çeşmelisebil											u
çetince											u
çetinkaya											u
çetme											u
bilgicilik											l
çetmi											u
çevlik											u
çevreli											u
çevriksu											u
çevrimova											u
çığlık											u
çıkrık											u
çıldır											u
çıldırlar											u
çınar											u
bilgisayar			biɫgisajaɾ	biɫgisajaɾdʒɯ	biɫgisajaɾɯm	biɫgisajaɾɯ	biɫgisajaɾɯm				l
çınarcık											u
çınarlı											u
çınarlık											u
çıplıklı											u
çırağan											u
çırçır											u
çırpı											u
çıtak											u
çıtlık											u
çiçekdağı											u
bilhassa			biɫhassa								l
çiçekli											u
çiçeklidüz											u
çiçeközü											u
çiçekpınar											u
çiçektepe											u
çiçekyazı											u
çiftehan											u
çifteköprü											u
çifteler											u
çiftevi											u
bili											l
çiftlik											u
çiftlikköy											u
çiftliközü											u
çiğdem											u
çiğdemli											u
çiğdemtepe											u
çiğiltepe											u
çiğli											u
çilekli											u
çilerne											u
bilibili											l
çilesiz											u
çilimli											u
çin			tʃin	tʃindʒi	tʃinim	tʃini	tʃinim				u
çince											u
çine											u
çing											u
çinge											u
çingene											u
çinli			tʃinɫi		tʃinɫijim	tʃinɫiji	tʃinɫim				u
çitibağlıca											u
bililtizam											l
çitli											u
çivilcam											u
çivril											u
çöğmen											u
çökek											u
çökelek											u
çölköy											u
çöltepe											u
çömlekakpınar											u
çömlekçi											u
aftos			aftos		aftosum	aftosu	aftosum				l
bilim			biɫim		biɫimim	biɫimi	biɫimim				l
çömleksaz											u
çöpköy											u
çöpler											u
çöplüçiftliği											u
çörekciler											u
çöve											u
çobanbeyli											u
çobanisa											u
çobankaya											u
çobanköy											u
bilimci											l
çobanlar											u
çobanlı											u
çobantepe											u
çoğaşlı											u
çoğlu											u
çoğulhan											u
çoğullu											u
çokören											u
çokradan											u
çolaklı											u
bilinç			biɫintʃ	biɫintʃtʃi	biɫindʒim	biɫindʒi	biɫindʒim				l
çomakdağ k ağaç											u
çomaklı											u
çomranlı											u
çongar											u
çopraşık											u
çorlu											u
çorum			tʃoɾum		tʃoɾumum	tʃoɾumu	tʃoɾumum				u
çotlu											u
çs											u
çüngüş											u
bilindik											l
çürük											u
çubuk											u
çubuklu			tʃubukɫu		tʃubukɫujum	tʃubukɫuju	tʃubukɫum				u
çukur											u
çukurbağ											u
çukurçayır											u
çukurca											u
çukurhisar											u
çukurköy											u
çukurkuyu											u
bilinmek											l
çukurören											u
çulha											u
çullar											u
çuvallı											u
çuvaş											u
çvş											u
ca											u
cadd											u
caddebostan											u
caferi											u
bilir											l
cağaloğlu			dʒaaɫo:ɫu	dʒaaɫo:ɫudʒu	dʒaaɫo:ɫujum	dʒaaɫo:ɫunu	dʒaaɫo:ɫum				u
cal											u
calût											u
cambazlı											u
camili											u
camiliören											u
cankurtaran											u
cava											u
cb											u
cbd											u
bilirkişi											l
cc											u
cd											u
ce											u
cebbar											u
cebeci			dʒebedʒi			dʒebedʒiji	dʒebedʒim				u
cebeli			dʒebeɫi			dʒebeɫiji	dʒebeɫim				u
cebesoy											u
cedi											u
ceğet											u
celaliye											u
biliş											l
celaller											u
celsius											u
cem											u
cemalköy											u
cemaller											u
cemilbey											u
ceneviz			dʒeneviz	dʒenevizdʒi	dʒenevizim	dʒenevizi	dʒenevizim				u
cennetköy											u
cennetpınar											u
cennetpınarı											u
biliştirak											l
cenova			dʒenova		dʒenovajɯm	dʒenovajɯ	dʒenovam				u
cento											u
ceritmüminli											u
cermen											u
cerrah											u
cevdetiye											u
cevizköy											u
cevizli											u
cevza											u
ceyhan			dʒejhan	dʒejhandʒɯ	dʒejhanɯm	dʒejhanɯ	dʒejhanɯm				u
bilisiz											l
ceylanköy											u
ceylanlı											u
ceylanpınar											u
cezayir			dʒeza:jiɾ	dʒeza:jiɾdʒi	dʒeza:jiɾim	dʒeza:jiɾi	dʒeza:jiɾim				u
cezvit											u
cf											u
ci											u
cıyır-											u
cia											u
cibali			dʒibaɫi	dʒibaɫidʒi	dʒibaɫijim	dʒibaɫiji	dʒibaɫim				u
afur tafur											l
bilistifade											l
ciciler											u
cidde			dʒidde			dʒiddeji	dʒiddem				u
cide											u
cif											u
cihadiye											u
cihanbeyli											u
cihangazi											u
cihangir			dʒihangiɾ	dʒihangiɾdʒi	dʒihangiɾim	dʒihangiɾi	dʒihangiɾim				u
cilvegözü											u
cincin											u
bilittifak											l
cindere											u
cinköy											u
cinoğlu											u
cipköy											u
ciritdüzü											u
civan											u
civler											u
cizre			dʒizɾe	dʒizɾedʒi		dʒizɾeji	dʒizɾem				u
cizvit											u
ck											u
bilküllıye											l
cl											u
cm											u
cmh											u
cmp											u
co											u
con ahmed bey											u
conkikirik											u
cp											u
cr											u
cs											u
bilkuvve											l
cürek											u
cumaköy											u
cumalı											u
cumaova											u
cumapazarı											u
cumayeri											u
cumh											u
cumhuriyet											u
cumra											u
cy											u
billahi			biɫɫa:hi								l
d ınlimurat											u
d karahasan											u
d yenihasanköy											u
dadağı											u
dadağlı											u
daday											u
dağ											u
dağal											u
dağardı											u
dağdağancık											u
billur			billuɾ	billuɾdʒu	billuɾum	billuɾu	billuɾum				l
dağdemirciler											u
dağdere											u
dağdibi											u
dağkadı											u
dağkızılca											u
dağlıca											u
dağyanı											u
dağyenice											u
dalakderesi											u
dalama											u
billurbilimi											l
dalaman											u
dalca											u
dalımandıra											u
dallıca											u
dalmaçya											u
dalton											u
dalyan			daɫjan	daɫjandʒɯ	daɫjanɯm	daɫjanɯ	daɫjanɯm				u
damal											u
damar											u
damarlı											u
bilme			biɫmek					biɫiɾ		biɫdiɾ	l
damlaçimen											u
damlakuyu											u
damlapınar											u
danacı											u
danamandıra											u
danca											u
danimarka											u
danişment											u
dantesel											u
darboğaz											u
bilmece			biɫmedʒe		biɫmedʒejim	bimedʒeji	biɫmedʒem				l
dargeçit											u
darıçayırı											u
darıca											u
darıkent											u
darıköy											u
darıveren											u
darüşşafaka											u
darvincilik											u
datça			dattʃa		dattʃajɯm	dattʃajɯ	dattʃam				u
davulga											u
bilmedik											l
davultepe											u
davutlar											u
dayıcık											u
dayılı											u
dayılıhacı											u
dazkırı											u
db											u
dc											u
dçm											u
dd											u
afyon											l
bilmek			biɫmek					biɫiɾ		biɫdiɾ	l
debreli											u
deccal											u
dedeağaç											u
dedebağ											u
dedebali											u
dedeçam											u
dedecik											u
dedeler											u
dedeli											u
dedemli											u
bilmesinlercilik											l
defterdar											u
değirmenayvalı											u
değirmenbaşı											u
değirmenbeli											u
değirmençay											u
değirmençayırı											u
değirmencik											u
değirmendere			deiɾmendeɾe			deiɾmendeɾeji	deiɾmendeɾem				u
değirmendüzü											u
değirmenköy											u
bilmez											l
değirmenli											u
değirmenlidere											u
değirmenlik											u
deliahmetoğlu											u
delibekirli											u
delice											u
deliilyas											u
delikkaya											u
deliklikaya											u
deliler											u
bilmisil											l
demekpazarı											u
demirbilek											u
demirci											u
demirciler											u
demircili											u
demirciören											u
demircisu											u
demirdüven											u
demireli											u
demirhanlar											u
bilseme											l
demirhisar											u
demirkapı											u
demirkent											u
demirköprü											u
demirköy											u
demirkonak											u
demirli											u
demirözü											u
demirşeyh											u
demirtaş											u
bilya			biɫja~biɫje		biɫjajɯm~biɫjejim	biɫjajɯ~biɫjeji	biɫjam~biɫjem				l
demirtaş sanayi											u
demrek											u
denizatı											u
denizciler											u
denizgöründü											u
denizkent											u
denizköy											u
denizler											u
denizli			denizɫi	denizɫidʒi	denizɫijim	denizɫiji	denizɫim				u
deniztepesi											u
bilye											l
denizyaka											u
derbent											u
derebağ											u
derebucak											u
dereçiftlik											u
derecik											u
derecine											u
deregözü											u
dereiçi											u
dereköy											u
bilyon											l
dereler											u
dereli											u
derende											u
derepazarı											u
deresakarı											u
deresinek											u
derik											u
derinkuyu											u
dervişli											u
deştiğin											u
bim											l
destek											u
detça											u
devadamı											u
devecikonağı											u
devecipınar											u
devekovanı											u
develi											u
devgenç											u
devgeriş											u
devrek											u
bimâna											l
devrekani											u
dgsa											u
dh											u
dımışk											u
dib											u
dibekli											u
die											u
digor											u
dikbıyık											u
dikenli											u
ab											l
afyonculuk											l
bimar											l
dikili											u
dikilitaş											u
dikkaya											u
dikme											u
dikmen											u
dikmencik											u
dilek											u
dilovası											u
dimyat											u
din											u
bimetalik											l
dinar											u
dindarlı											u
dinek											u
dip											u
dipsizgöl											u
direkli											u
dişbudak											u
dişli											u
disk											u
divan yolu											u
bimisil											l
divanlı											u
divanyolu											u
divarlı											u
divriği											u
diyadin											u
diyarbakır											u
diyet											u
dk											u
dm											u
do											u
bimuhaba											l
döğer											u
döğüşbelen											u
dökmetaş											u
dökmetepe											u
dönemeç											u
dönerdere											u
dönertaş											u
döngel											u
döngele											u
dört levent											u
bin			bin		binim	bini	binim				l
dörtdivan											u
dörtyol											u
dob											u
doç											u
dodekanez											u
dodurga											u
dodurgalar											u
doğala											u
doğanay											u
doğanbaba											u
bina			bina:		bina:jɯm	bina:jɯ	bina:m				l
doğanbey											u
doğanbeyli											u
doğançam											u
doğançay											u
doğançayır											u
doğanca											u
doğancılı											u
doğanhisar											u
doğankaya											u
doğankent											u
binaberin											l
doğanköy											u
doğanlar											u
doğanlı											u
doğanpınar											u
doğanşar											u
doğanşehir											u
doğansu											u
doğantarla											u
doğantepe											u
doğanyol											u
binaen											l
doğanyurt											u
doğlat											u
doğruca											u
doğrugöz											u
doğruyol											u
doğubeyazıt											u
dokurcun											u
dokuzdeğirmen											u
dokuzpınar											u
dokuztekne											u
binam											l
dokuzyol											u
dolapdere											u
dolaylı											u
dolmabahçe			doɫmabahtʃe	doɫmabahtʃedʒi	doɫmabahtʃejim	doɫmabahtʃeji	doɫmabahtʃem				u
doluca											u
doludere											u
doluharman											u
