lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
aynı			ajnɯ	ajnɯdʒɯ	ajnɯjɯm	ajnɯjɯ	ajnɯm				l
nısab											l
nısf-											l
nısfen											l
nısfet											l
nısfılleyl											l
nısfıye											l
nısfiye											l
nısıf											l
niam											l
niçin			ni:tʃin	ni:tʃindʒi	ni:tʃinim	ni:tʃini	ni:tʃinim				l
aynî											l
nice			nidʒe	nidʒedʒi	nidʒejim	nidʒeji	nidʒem				l
nicel											l
nicelik											l
nida			nida:		nida:jɯm	nida:jɯ	nida:m				l
nifak											l
nifas											l
nigâh											l
nigâr											l
nigehban											l
nihai			niha:i:		niha:i:jim	niha:i:ji	niha:i:m				l
aynılık											l
nihaî			niha:i	niha:idʒi	niha:ijim	niha:iji	niha:im				l
nihal											l
nihale											l
nihan											l
nihavend											l
nihayet											l
nihilist			nihiɫist	nihiɫisttʃi	nihiɫistim	nihiɫisti	nihiɫistim				l
nikâb											l
nikâh			nicah		nicahɯm	nicahɯ	nicahɯm				l
nikâhlamak											l
aynile											l
nikap											l
nikbet											l
nikbin											l
nikel			nikeɫ		nikeɫim	nikeɫi	nikeɫim				l
nikotin			nikotin		nikotinim	nikotini	nikotinim				l
nikriz											l
niktitant											l
nil											l
nilsbohriyum											l
nilüfer			niɫyfeɾ		niɫyfeɾim	niɫyfeɾi	niɫyfeɾim				l
ayniyat											l
nim											l
nimbostratus											l
nimet			ni:met		ni:metim	ni:meti	ni:metim				l
nimfa											l
nimresmî											l
nine			nine	ninedʒi	ninejim	nineji	ninem				l
ninni											l
nipel											l
nirengi			niɾengi	niɾengidʒi	niɾengijim	niɾengiji	niɾengim				l
niş											l
ayniye											l
nişaburek											l
nişadır											l
nişan			niʃan	niʃandʒɯ	niʃanɯm	niʃanɯ	niʃanɯm				l
nişancı											l
nişasta			niʃasta	niʃastadʒɯ	niʃastajɯm	niʃastajɯ	niʃastam				l
nisa											l
nisai											l
nisan			ni:san		ni:sanɯm	ni:sanɯ	ni:sanɯm				l
nisap											l
nisbet											l
ayniyet											l
nisevî											l
nispet											l
nispetçi											l
nisvan											l
nisyan											l
nite											l
nitekim											l
nitel			niteɫ		niteɫim	niteɫi	niteɫim				l
nitelik			niteɫik		niteɫiim	niteɫii	niteɫiim				l
nitrasyon											l
aynştaynyum											l
nitro-											l
nitrür											l
nivelman											l
niyabet											l
niyaz											l
niye			nije	nijedʒi	nijejim	nijeji	nijem				l
niyet			nijet	nijettʃi	nijetim	nijeti	nijetim				l
niyetçi											l
niyetli											l
niyopyum											l
ayol											l
niza											l
nizam			nizam	nizamdʒɯ	niza:mɯm	niza:mɯ	niza:mɯm				l
nöbet											l
nöbetçi											l
nöro-											l
nötr			nøtyɾ	nøtyɾdʒy	nøtyɾym	nøtyɾy	nøtyɾym				l
nobran											l
noda											l
nodul											l
noelbaba											l
ayraç			ajɾatʃ	ajɾatʃtʃɯ	ajɾadʒɯm	ajɾadʒɯ	ajɾadʒɯm				l
nohudi											l
nohut											l
nokat											l
nokra											l
noksan			noksan		noksanɯm	noksanɯ	noksanɯm				l
nokta			nokta	noktadʒɯ	noktajɯm	noktajɯ	noktam				l
noktacılık											l
nomanklatür											l
nomsuzluk											l
norm			noɾm		noɾmum	noɾmu	noɾmum				l
adacık											l
ayral											l
normal			noɾmal	noɾmaldʒi	noɾmalim	noɾmali	noɾmalim				l
normatif											l
nostalji											l
nosyon											l
not											l
nota											l
noter			noteɾ	noteɾdʒi	noteɾim	noteɾi	noteɾim				l
noterlik											l
notilus			notiɫys		notiɫysym	notiɫysy	notiɫysym				l
nova											l
ayran											l
nozül											l
nsz											l
nüans			nyans	nyanstʃɯ	nyansɯm	nyansɯ	nyansɯm				l
nübüvvet											l
nücum											l
nüdbe											l
nüdema											l
nüfus			nyfus	nyfu:sdʒu	nyfu:sum	nyfu:su	nyfu:sum				l
nüfusbilim											l
nüfusca											l
ayrı											l
nüfuz											l
nüha											l
nühas											l
nühüft											l
nük											l
nükleer			nykɫeeɾ		nykɫeeɾim	nykɫeeɾi	nykɫeeɾim				l
nüksetmek			nyksetmek					nyksedeɾ		nyksettiɾ	l
nükte											l
nükteci											l
nükûl											l
ayrıbasım											l
nüküs											l
nükul											l
nümayan											l
nümayiş											l
nümune											l
nüsha			nysha:		nysha:jɯm	nysha:jɯ	nysham				l
nüsug											l
nütasyon											l
nüvaziş											l
nüve											l
ayrıç											l
nüzul											l
nufus			nyfus		nyfu:sum	nyfu:su	nyfu:sum				l
nuhuset											l
nukra											l
nukre											l
nukud											l
nukul											l
nukuş											l
nukut											l
numan											l
ayrıca											l
numara			numaɾa	numaɾadʒɯ	numaɾajɯm	numaɾajɯ	numaɾam				l
numaracı											l
numen											l
numune			numu:ne	numu:nedʒi	numu:nejim	numu:neji	numu:nem				l
nur											l
nura											l
nuranî											l
nuş											l
nusayri											l
nush											l
ayrık											l
nusha			nysha:	nysha:dʒɯ	nysha:jɯm	nysha:jɯ	nysha:m				l
nusret											l
nutfe											l
nutkî											l
nutuk			nutuk	nutuktʃu	nutuum	nutku	nutkum				l
nuzzar											l
o			o~o:		o:jum	onu~o:ju	o:m				l
ö			ø:		ø:jym	ø:jy	ø:m				l
öa											l
öbek			øbek	øbektʃi	øbeim	øbei	øbeim				l
ayrıklaşma											l
öbeklemek											l
öbür			øbyɾ		øbyɾym	øbyɾy	øbyɾym				l
öc											l
öç			ødʒ	ødʒdʒy	ødʒym	ødʒy	ødʒym				l
öceşmek											l
öcü			ødʒy		ødʒyjym	ødʒyjy	ødʒym				l
öd			ød		ødym	ødy	ødym				l
ödağacı											l
ödek											l
ödem			ødem		ødemim	ødemi	ødemim				l
ayrılanma											l
ödeme			ødemek					ødeɾ		ødet	l
ödemek											l
ödev			ødev	ødevdʒi	ødevim	ødevi	ødevim				l
ödkesesi											l
ödlek			ødɫek	ødɫektʃi	ødɫeim	ødɫei	ødɫeim				l
ödometre			odometɾe		odometɾejim	odometɾeji	odometɾem				l
ödsüzlük											l
ödül			ødyɫ	ødyɫdʒy	ødyɫym	ødyɫy	ødyɫym				l
ödün											l
ödünc			ødyntʃ		ødyndʒym	ødyndʒy	ødyndʒym				l
ayrılmak											l
ödyolu											l
öf											l
öf !											l
öfke											l
öfkeci											l
öfonyum											l
öğ											l
öğ-											l
öğe			øe		øejim	øeji	øem				l
öğle			ø:ɫe		ø:ɫejim	ø:ɫeji	ø:ɫem				l
adacyo											l
ayrım											l
öğmek			ø:mek~øvmek					ø:eɾ~øveɾ		ø:dyɾ~øvdyɾ	l
öğrence											l
öğrenci			ø:ɾendʒi		ø:ɾendʒijim	ø:ɾendʒiji	ø:ɾendʒim				l
öğrenmek											l
öğreti											l
öğretici											l
öğretmek								ø:ɾetiɾ	ø:ɾetmek	ø:ɾettiɾ	l
öğretmen			ø:ɾetmen	ø:ɾetmendʒi	ø:ɾetmenim	ø:ɾetmeni	ø:ɾetmenim				l
öğücü											l
öğün											l
ayrımcı											l
öğün-											l
öğüngen											l
öğür											l
öğüş											l
öğüt			øyt	øyttʃy	øydym	øydy	øydym				l
öğütmek											l
ögü											l
ögür			øyɾmek					øyɾyɾ	øyɾt		l
ögürdemek											l
öhö											l
ayrıntı			ajɾɯntɯ		ajɾɯntɯjɯm	ajɾɯntɯjɯ	ajɾɯntɯm				l
öı											l
öjenik											l
ökçe			øktʃe		øktʃejim	øktʃeji	øktʃem				l
ökelik											l
öklit											l
ökse			økse		øksejim	økseji	øksem				l
öksemek											l
öksü											l
öksürmek			øksyɾmek					øksyɾyɾ		øksyɾt	l
öksüz											l
ayrışçılık											l
öküz			økyz	økyzdʒy	økyzym	økyzy	økyzym				l
öküzbalığı											l
öl											l
ölçek											l
ölçer											l
ölçme			øɫtʃmek					øɫtʃeɾ		øɫtʃtyɾ	l
ölçmek			øɫtʃmek					øɫtʃeɾ		øɫtʃtyɾ	l
ölçü											l
ölçüdışı											l
öldüresiye											l
ayrıt											l
öldürmek											l
ölesiye			øɫesije	øɫesijedʒi	øɫesijejim	øɫesijeji	øɫesijem				l
ölgün											l
ölker											l
öllük											l
ölm											l
ölmek			øɫmek					øɫyɾ		øɫdyɾ	l
ölmez											l
ölmüş											l
ölü											l
ayşekadın											l
ölücü											l
ölüm			øɫym	øɫymym	øɫymym	øɫymy	øɫymdʒy				l
ölümcül											l
ölünmek											l
ömür			ømyɾ	ømyɾdʒy	ømyɾym	ømɾy	ømɾym				l
ömürlü											l
ön											l
önalım											l
önayak											l
önçim											l
aysar											l
önce											l
öncebilim											l
öncü											l
önder											l
önem											l
önemli											l
önerge			øneɾge	øneɾgedʒi	øneɾgejim	øneɾgeji	øneɾgem				l
önesürüm											l
öneze											l
öngelme											l
aysberg			ajsbeɾg	ajsbeɾgdʒi	ajsbeɾgim	ajsbeɾgi	ajsbeɾgim				l
öngün											l
önlem			ønɫem	ønɫemdʒi	ønɫemim	ønɫemi	ønɫemim				l
önlemek											l
önlü											l
önlük			ønɫyk	ønɫyktʃy	ønɫyym	ønɫyy	ønɫyym				l
önsöz											l
önüsıra											l
öpme											l
öpmek			øpmek					øpeɾ		øptyɾ	l
öpücük											l
aysberk											l
ör											l
örçin											l
ördek			øɾdek		øɾdeim	øɾdei	øɾdeim				l
ördekbalığı											l
ördürmek											l
örek											l
öreke			øɾeke		øɾekejim	øɾekeji	øɾekem				l
ören											l
örf			øɾf	øɾftʃy	øɾfym	øɾfy	øɾfym				l
örge											l
ayta											l
örgen											l
örgü			øɾgy	øɾgydʒy	øɾgyjym	øɾgyjy	øɾgym				l
örgüc											l
örgüt			øɾgyt	øɾgyttʃy	øɾgytym	øɾgyty	øɾgytym				l
örme			øɾmek					øɾeɾ		øɾdyɾ	l
örmek			øɾmek					øɾeɾ		øɾdyɾ	l
örn											l
örneğin											l
örnek			øɾnek	øɾnektʃi	øɾnei	øɾnek	øɾneim				l
örnekdışı											l
âsar											l
adak			adak		adaɯm	adaɯ	adaɯm				l
ayva			ajva	ajvadʒɯ	ajvajɯm	ajvajɯ	ajvam				l
öropiyum											l
örs			øɾs	øɾstʃy	øɾsym	øɾsy	øɾsym				l
örselemek			øɾseɫemek					øɾseɫeɾ		øɾseɫet	l
örtbas											l
örtmek											l
örtü			øɾty	øɾtydʒy	øɾtyjym	øɾtyjy	øɾtym				l
örü											l
örümce											l
örümcek											l
örümceklenmek											l
ayvan											l
örüntü											l
örüt											l
öşür											l
östaki											l
ösz											l
öt											l
öte			øte	øtedʒi	øtejim	øteji	øtem				l
öteberi			øtebeɾi		øtebeɾijim	øtebeɾiji	øtebeɾim				l
ötektik											l
ötleğen			øtɫeen		øtɫeenim	øtɫeeni	øtɫeenim				l
ayvaz											l
ötlegü											l
ötlek											l
ötmek			øtmek					øteɾ		øttyɾ	l
ötre											l
öttürmek											l
ötümlü											l
ötürmek											l
ötürü											l
ötüş											l
öv											l
ayyar											l
öveç											l
övgü			øvgy	øvgydʒy	øvgyjym	øvgyjy	øvgym				l
övme								øveɾ~øeɾ	øvmek~ø:mek	øvdyɾ~ø:dyɾ	l
övmek											l
övünc											l
övüş											l
öykü											l
öyle			øjɫe				øjɫejim				l
öylece											l
öyük											l
ayyaş			ajjaʃ	ajjaʃtʃɯ	ajjaʃɯm	ajjaʃɯ	ajjaʃɯm				l
öz			øz	øzdʒy	øzym	øzy	øzym				l
özağırlık											l
özbağ											u
özbelirlenim											l
özbeöz											l
özdek											l
öze											l
özek											l
özel			øzeɫ		øzeɫim	øzeɫi	øzeɫim				l
özeleştiri											l
az											l
özelleştirmek											l
özen			øzen		øzenim	øzeni	øzenim				l
özence											l
özengi											l
özenmek			øzenmek					øzeniɾ		øzendiɾ	l
özerklik											l
özet			øzet	øzettʃi	øzetim	øzeti	øzetim				l
özetçe											l
özezer											l
özge											l
aza											l
özgeçi											l
özgen											l
özısı											l
özlem											l
özlemek			øzɫemek					øzɫeɾ		øzɫet	l
özlenmek											l
özleştirmek											l
özleyiş											l
özlü											l
özlük											l
azab			a:zap		a:za:bɯm	a:za:bɯ	a:za:bɯm				l
özmayabilim											l
özne											l
özodun											l
özümleme											l
özünerosluk											l
özür			øzyɾ		øzyɾym	øzɾy	øzɾym				l
özürlü											l
özüştürüm											l
oba											l
obartıcı											l
azab-											l
obelisk											l
obelya											l
obesite											l
obje			obʒe	obʒedʒi	obʒejim	obʒeji	obʒem				l
obligasyon			obɫigasjon	obɫigasjondʒu	obɫigasjonum	obɫigasjonu	obɫigasjonum				l
obruk			obɾuk	obɾuktʃu	obɾuum	obɾuu	obɾuum				l
observasyon											l
obstrüksiyon			obstɾyksijon		obstɾyksijonum	obstɾyksijonu	obstɾyksijonum				l
obtüratör											l
obüs											l
azacık											l
obuacı											l
obur											l
ocak											l
ocak l											l
ocakçı											l
ocakçılık											l
od			od		odum	odu	odum				l
oda			oda	odadʒɯ	odajɯm	odajɯ	odam				l
odabaşı											l
odak			odak	odaktʃɯ	odaɯm	odaɯ	odaɯm				l
adalât											l
azad											l
odaklama											l
odalık											l
odeon			odeon		odeonum	odeonu	odeonum				l
odsuz											l
odun											l
oduncu											l
odyometre											l
of!			of~øf								l
ofis											l
oflamak											l
azade											l
oflaz											l
ofris											l
ofsayd			ofsajt	ofsajttʃɯ	ofsajtɯm	ofsajtɯ	ofsajtɯm				l
ofsayt			ofsajt	ofsajttʃɯ	ofsajtɯm	ofsajtɯ	ofsajtɯm				l
oftalmoloji											l
oğa-											l
oğalamak											l
oğlak			o:ɫak		o:ɫaɯm	o:ɫaɯ	o:ɫaɯm				l
oğlan			o:ɫan		o:ɫanɯm	o:ɫanɯ	o:ɫanɯm				l
oğlu											l
azalık											l
oğm-											l
oğmaç											l
oğmak											l
oğul			ouɫ	ouɫdʒu	ouɫum	o:ɫu	o:ɫum				l
oğulcuk											l
oğulmak											l
oğuşturmak											l
oğuz											l
oh!			oh								l
oha											l
azalma			azaɫmak					azaɫɯɾ		azaɫt	l
ohm											l
oje			oʒe		oʒejim	oʒeji	oʒem				l
ok			ok		okum	oku	okum				l
okaliptüs			økaɫiptys		økaɫiptysym	økaɫiptysy	økaɫiptysym				l
okapi			oka:pi	oka:pidʒi		oka:piji	oka:pim				l
okazyon											l
okçu											l
okka			okka	okkadʒɯ	okkajɯm	okkajɯ	okkam				l
okkalamak											l
oklamak											l
azalmak											l
okramak											l
okşamak			okʃamak					okʃaɾ		okʃat	l
